first_frame_num,first_time,last_frame_num,last_time,match_id,match_name,point_winner,rally_id,set_id,stroke_count,terminal_lose_reason,terminal_win_reason
76925,00:51:17,77075,00:51:23,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,31,2,8,對手落地致勝,落地致勝
77788,00:51:51,77874,00:51:54,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,32,2,5,未過網,對手未過網
78226,00:52:09,78703,00:52:28,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,33,2,19,掛網,對手掛網
79832,00:53:13,80536,00:53:41,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,34,2,29,對手落地致勝,落地致勝
82419,00:54:56,82490,00:54:59,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,35,2,5,對手落地致勝,落地致勝
83857,00:55:54,84660,00:56:26,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,36,2,34,對手落地致勝,落地致勝
85859,00:57:14,86167,00:57:26,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,37,2,18,掛網,對手掛網
87211,00:58:08,87507,00:58:20,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,38,2,16,掛網,對手掛網
91191,01:00:47,91270,01:00:50,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,1,3,5,掛網,對手掛網
91658,01:01:06,91960,01:01:18,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,2,3,14,出界,對手出界
92752,01:01:50,93083,01:02:03,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,3,3,16,出界,對手出界
93607,01:02:24,93887,01:02:35,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,4,3,14,未過網,對手未過網
94855,01:03:14,95062,01:03:22,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,5,3,10,未過網,對手未過網
95807,01:03:52,96574,01:04:22,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,6,3,32,對手落地致勝,落地致勝
97194,01:04:47,97530,01:05:01,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,7,3,14,出界,對手出界
98066,01:05:22,98394,01:05:35,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,8,3,13,落點判斷失誤,對手落點判斷失誤
99927,01:06:37,100321,01:06:52,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,9,3,20,對手落地致勝,落地致勝
101556,01:07:42,102070,01:08:02,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,10,3,22,掛網,對手掛網
103066,01:08:42,103366,01:08:54,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,11,3,14,對手落地致勝,落地致勝
103933,01:09:17,104050,01:09:22,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,12,3,6,掛網,對手掛網
104518,01:09:40,104605,01:09:44,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,13,3,5,出界,對手出界
105331,01:10:13,105594,01:10:23,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,14,3,14,出界,對手出界
106526,01:11:01,106548,01:11:01,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,15,3,2,對手落地致勝,落地致勝
106902,01:11:16,107158,01:11:26,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,16,3,12,出界,對手出界
107587,01:11:43,107852,01:11:54,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,17,3,14,出界,對手出界
108317,01:12:12,108337,01:12:13,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,18,3,2,對手落地致勝,落地致勝
108888,01:12:35,109792,01:13:11,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,19,3,38,對手落地致勝,落地致勝
110483,01:13:39,110790,01:13:51,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,20,3,14,對手落地致勝,落地致勝
113075,01:15:23,113397,01:15:35,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,21,3,16,掛網,對手掛網
113940,01:15:57,114408,01:16:16,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,22,3,18,掛網,對手掛網
114993,01:16:39,115491,01:16:59,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,23,3,20,對手落地致勝,落地致勝
116220,01:17:28,116302,01:17:32,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,24,3,4,出界,對手出界
116775,01:17:51,117327,01:18:13,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,25,3,25,未過網,對手未過網
118904,01:19:16,119953,01:19:58,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,26,3,43,對手落地致勝,落地致勝
121539,01:21:01,121742,01:21:09,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,27,3,9,出界,對手出界
122326,01:21:33,122461,01:21:38,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,28,3,10,未過網,對手未過網
122926,01:21:57,123137,01:22:05,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,29,3,9,對手落地致勝,落地致勝
124755,01:23:10,125197,01:23:27,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,30,3,19,對手落地致勝,落地致勝
125913,01:23:56,126816,01:24:32,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,31,3,39,出界,對手出界
127853,01:25:14,128083,01:25:23,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,32,3,11,出界,對手出界
128771,01:25:50,128910,01:25:56,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,33,3,7,掛網,對手掛網
129575,01:26:23,129683,01:26:27,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,34,3,7,出界,對手出界
131247,01:27:29,131758,01:27:50,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,35,3,24,對手落地致勝,落地致勝
132577,01:28:23,132590,01:28:23,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,36,3,2,出界,對手出界
133265,01:28:50,133358,01:28:54,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,37,3,6,未過網,對手未過網
134201,01:29:28,134498,01:29:39,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,B,38,3,17,出界,對手出界
135374,01:30:14,135576,01:30:23,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,A,39,3,13,掛網,對手掛網
11710,00:07:48,12225,00:08:09,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,1,1,22,對手落地致勝,落地致勝
12703,00:08:28,13050,00:08:42,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,2,1,16,掛網,對手掛網
13526,00:09:01,13829,00:09:13,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,3,1,13,未過網,對手未過網
14384,00:09:35,14420,00:09:36,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,4,1,3,出界,對手出界
14853,00:09:54,15245,00:10:09,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,5,1,18,掛網,對手掛網
16025,00:10:41,16198,00:10:47,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,6,1,9,掛網,對手掛網
16613,00:11:04,16749,00:11:09,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,7,1,6,對手落地致勝,落地致勝
17247,00:11:29,17537,00:11:41,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,8,1,13,未過網,對手未過網
18212,00:12:08,18375,00:12:15,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,9,1,8,對手落地致勝,落地致勝
18955,00:12:38,19205,00:12:48,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,10,1,13,對手落地致勝,落地致勝
19787,00:13:11,19922,00:13:16,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,11,1,8,出界,對手出界
20624,00:13:44,21206,00:14:08,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,12,1,28,未過網,對手未過網
21881,00:14:35,22013,00:14:40,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,13,1,7,未過網,對手未過網
22519,00:15:00,22558,00:15:02,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,14,1,3,掛網,對手掛網
23055,00:15:22,23348,00:15:33,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,15,1,13,落點判斷失誤,對手落點判斷失誤
24877,00:16:35,25270,00:16:50,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,16,1,20,未過網,對手未過網
25858,00:17:14,26112,00:17:24,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,17,1,12,對手落地致勝,落地致勝
26840,00:17:53,27792,00:18:31,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,18,1,40,未過網,對手未過網
29269,00:19:30,29363,00:19:34,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,19,1,6,對手落地致勝,落地致勝
31405,00:20:56,31658,00:21:06,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,20,1,15,對手落地致勝,落地致勝
32265,00:21:30,32304,00:21:32,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,21,1,4,出界,對手出界
32826,00:21:53,32871,00:21:54,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,22,1,3,對手落地致勝,落地致勝
33411,00:22:16,33567,00:22:22,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,23,1,7,對手落地致勝,落地致勝
34161,00:22:46,34161,00:22:46,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,24,1,1,掛網,對手掛網
34543,00:23:01,34605,00:23:04,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,25,1,3,出界,對手出界
35062,00:23:22,35167,00:23:26,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,26,1,8,出界,對手出界
35975,00:23:59,36398,00:24:15,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,27,1,20,落點判斷失誤,對手落點判斷失誤
37004,00:24:40,37317,00:24:52,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,28,1,15,對手落地致勝,落地致勝
38120,00:25:24,38360,00:25:34,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,29,1,11,出界,對手出界
38898,00:25:55,39092,00:26:03,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,30,1,10,未過網,對手未過網
40135,00:26:45,40154,00:26:46,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,31,1,2,對手落地致勝,落地致勝
40596,00:27:03,40651,00:27:06,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,32,1,6,未過網,對手未過網
41097,00:27:23,41871,00:27:54,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,33,1,32,出界,對手出界
42518,00:28:20,42578,00:28:23,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,34,1,4,對手落地致勝,落地致勝
43938,00:29:17,44016,00:29:20,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,35,1,6,對手落地致勝,落地致勝
44417,00:29:36,44657,00:29:46,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,36,1,11,出界,對手出界
48447,00:32:17,48624,00:32:24,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,1,2,9,對手落地致勝,落地致勝
49601,00:33:04,50504,00:33:40,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,2,2,38,未過網,對手未過網
51208,00:34:08,51221,00:34:08,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,3,2,3,掛網,對手掛網
51611,00:34:24,52367,00:34:54,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,4,2,32,未過網,對手未過網
53058,00:35:22,53148,00:35:25,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,5,2,6,掛網,對手掛網
53631,00:35:45,53631,00:35:45,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,6,2,1,出界,對手出界
54069,00:36:02,54111,00:36:04,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,7,2,3,未過網,對手未過網
54497,00:36:19,54531,00:36:21,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,8,2,4,未過網,對手未過網
54889,00:36:35,55376,00:36:55,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,9,2,21,對手落地致勝,落地致勝
57241,00:38:09,57498,00:38:19,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,10,2,12,出界,對手出界
57982,00:38:39,58240,00:38:49,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,11,2,12,未過網,對手未過網
58667,00:39:06,58836,00:39:13,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,12,2,8,對手落地致勝,落地致勝
60027,00:40:01,60358,00:40:14,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,13,2,14,未過網,對手未過網
61033,00:40:41,61153,00:40:46,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,14,2,7,對手落地致勝,落地致勝
61777,00:41:11,62062,00:41:22,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,15,2,14,對手落地致勝,落地致勝
62568,00:41:42,62609,00:41:44,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,16,2,3,出界,對手出界
63188,00:42:07,63231,00:42:09,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,17,2,3,對手落地致勝,落地致勝
64097,00:42:43,64277,00:42:51,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,18,2,10,掛網,對手掛網
65022,00:43:20,65138,00:43:25,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,19,2,7,出界,對手出界
65585,00:43:43,65693,00:43:47,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,20,2,6,未過網,對手未過網
67712,00:45:08,67970,00:45:18,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,21,2,11,對手落地致勝,落地致勝
69456,00:46:18,69670,00:46:26,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,23,2,10,對手落地致勝,落地致勝
70505,00:47:00,70590,00:47:03,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,24,2,5,掛網,對手掛網
70965,00:47:18,71123,00:47:24,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,A,25,2,7,掛網,對手掛網
72042,00:48:01,72696,00:48:27,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,26,2,27,出界,對手出界
73421,00:48:56,73650,00:49:06,2,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,B,27,2,10,未過網,對手未過網
