,none,Top_net shot,Top_return net,Top_smash,Top_lob,Top_clear,Top_drive,Top_drop,Top_push,Top_rush,Top_cross-court net shot,Top_short service,Top_long service,Bottom_net shot,Bottom_return net,Bottom_smash,Bottom_lob,Bottom_clear,Bottom_drive,Bottom_drop,Bottom_push,Bottom_rush,Bottom_cross-court net shot,Bottom_short service,Bottom_long service
Top_cross-court net shot,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2215909090909091,0.11363636363636363,0.0,0.07386363636363635,0.0,0.045454545454545456,0.0,0.025568181818181823,0.022727272727272728,0.08238636363636365,0.0,0.0
Top_short service,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2273954116059379,0.05128205128205128,0.0,0.17476383265856948,0.01282051282051282,0.05128205128205128,0.01282051282051282,0.08232118758434548,0.02530364372469636,0.013157894736842105,0.02564102564102564,0.038461538461538464
Top_long service,0.13114754098360656,0.0,0.03278688524590164,0.03278688524590164,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.03278688524590164,0.09836065573770492,0.0,0.01639344262295082,0.3960655737704919,0.0,0.05311475409836064,0.03278688524590164,0.0832786885245902,0.01639344262295082,0.01639344262295082,0.0,0.0,0.0
Bottom_net shot,0.0,0.058979540287951465,0.0,0.0,0.13096741601414497,0.0,0.009345794392523364,0.0,0.06996716342510734,0.018691588785046728,0.026016670876483964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bottom_return net,0.0481283422459893,0.09303115185468125,0.0106951871657754,0.026737967914438502,0.03955521602580425,0.0427807486631016,0.00016976487564723114,0.0106951871657754,0.04498769204651559,0.028308293014175367,0.03934300993124522,0.0,0.0053475935828877,0.0,0.0053475935828877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053475935828877,0.0,0.0
Bottom_smash,0.02733871911954104,0.03928111462358038,0.27830464816766187,0.0,0.015454864769933262,0.0,0.005268703898840876,0.008547008547008548,0.03418803418803419,0.0,0.10420325488818641,0.0,0.05982905982905983,0.0,0.0,0.017094017094017096,0.0,0.008547008547008548,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bottom_lob,0.0,0.0,0.0041841004184100415,0.0943987042785801,0.0,0.011553515994061292,0.03503846672965313,0.09253610473748147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0,0.0,0.0,0.01935483870967742
Bottom_clear,0.0,0.0,0.0,0.05674760022586106,0.0,0.010634293242988924,0.00875211744776962,0.050348202522115554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988
Bottom_drive,0.03125,0.03213652482269504,0.2285017730496454,0.05097517730496454,0.030806737588652485,0.040115248226950354,0.016843971631205684,0.04078014184397163,0.009308510638297872,0.009308510638297872,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.010416666666666666,0.0,0.0
Bottom_drop,0.060109289617486336,0.28647744882146636,0.07650273224043716,0.001998205692847239,0.12152352989152597,0.0546448087431694,0.02185792349726776,0.01092896174863388,0.04999592202919827,0.03372481853029932,0.009338553135959549,0.01639344262295082,0.03278688524590164,0.0,0.00546448087431694,0.0,0.0,0.00546448087431694,0.00546448087431694,0.01639344262295082,0.0,0.0,0.0,0.00546448087431694,0.00546448087431694
Bottom_push,0.013793103448275862,0.0,0.06947427925381572,0.0662521198417185,0.013793103448275862,0.028716789146410404,0.02187676653476542,0.045110231769361187,0.0,0.006896551724137931,0.0,0.0,0.020689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bottom_rush,0.0,0.05263157894736842,0.4019138755980861,0.0,0.17224880382775118,0.05263157894736842,0.11004784688995212,0.09090909090909091,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bottom_cross-court net shot,0.02992584745762712,0.07203389830508472,0.01694915254237288,0.0,0.05667372881355931,0.015625,0.0,0.0,0.04051906779661017,0.01694915254237288,0.0026483050847457626,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.015625
Bottom_short service,0.06818181818181818,0.1482749178532311,0.011363636363636364,0.0,0.006982475355969353,0.011363636363636364,0.0,0.0,0.08392661555312159,0.012048192771084338,0.001369112814895948,0.045454545454545456,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364
Bottom_long service,0.017241379310344827,0.0,0.017241379310344827,0.04127481713688619,0.0,0.07262277951933124,0.0,0.13897596656217348,0.0,0.0,0.017241379310344827,0.0,0.013061650992685477,0.0,0.017241379310344827,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655
