video_id,rally_id,event_rank,clip_id,feature_source,window_start_original,window_end_original,frame_count,joints_shape,pos_shape,shuttle_shape,joints_npy,pos_npy,shuttle_npy,source_video,reference_branch
41,1,11,41_1_event_11,yolo,9154,9180,27,27x2x17x2,27x2x2,27x2,project/outputs/features_yolo26x_41_44/41/41_1_event_11_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_11_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_11_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,12,41_1_event_12,yolo,9180,9202,23,23x2x17x2,23x2x2,23x2,project/outputs/features_yolo26x_41_44/41/41_1_event_12_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_12_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_12_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,13,41_1_event_13,yolo,9202,9218,17,17x2x17x2,17x2x2,17x2,project/outputs/features_yolo26x_41_44/41/41_1_event_13_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_13_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_13_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,14,41_1_event_14,yolo,9218,9234,17,17x2x17x2,17x2x2,17x2,project/outputs/features_yolo26x_41_44/41/41_1_event_14_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_14_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_14_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,15,41_1_event_15,yolo,9234,9254,21,21x2x17x2,21x2x2,21x2,project/outputs/features_yolo26x_41_44/41/41_1_event_15_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_15_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_15_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,16,41_1_event_16,yolo,9254,9280,27,27x2x17x2,27x2x2,27x2,project/outputs/features_yolo26x_41_44/41/41_1_event_16_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_16_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_16_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,17,41_1_event_17,yolo,9280,9300,21,21x2x17x2,21x2x2,21x2,project/outputs/features_yolo26x_41_44/41/41_1_event_17_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_17_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_17_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,18,41_1_event_18,yolo,9300,9322,23,23x2x17x2,23x2x2,23x2,project/outputs/features_yolo26x_41_44/41/41_1_event_18_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_18_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_18_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,19,41_1_event_19,yolo,9322,9352,31,31x2x17x2,31x2x2,31x2,project/outputs/features_yolo26x_41_44/41/41_1_event_19_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_19_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_19_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,20,41_1_event_20,yolo,9352,9378,27,27x2x17x2,27x2x2,27x2,project/outputs/features_yolo26x_41_44/41/41_1_event_20_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_20_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_20_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,21,41_1_event_21,yolo,9378,9401,24,24x2x17x2,24x2x2,24x2,project/outputs/features_yolo26x_41_44/41/41_1_event_21_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_21_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_21_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,22,41_1_event_22,yolo,9401,9422,22,22x2x17x2,22x2x2,22x2,project/outputs/features_yolo26x_41_44/41/41_1_event_22_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_22_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_22_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,23,41_1_event_23,yolo,9422,9442,21,21x2x17x2,21x2x2,21x2,project/outputs/features_yolo26x_41_44/41/41_1_event_23_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_23_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_23_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,24,41_1_event_24,yolo,9442,9462,21,21x2x17x2,21x2x2,21x2,project/outputs/features_yolo26x_41_44/41/41_1_event_24_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_24_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_24_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,25,41_1_event_25,yolo,9462,9479,18,18x2x17x2,18x2x2,18x2,project/outputs/features_yolo26x_41_44/41/41_1_event_25_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_25_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_25_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,26,41_1_event_26,yolo,9479,9496,18,18x2x17x2,18x2x2,18x2,project/outputs/features_yolo26x_41_44/41/41_1_event_26_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_26_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_26_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,27,41_1_event_27,yolo,9496,9514,19,19x2x17x2,19x2x2,19x2,project/outputs/features_yolo26x_41_44/41/41_1_event_27_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_27_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_27_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,28,41_1_event_28,yolo,9514,9542,29,29x2x17x2,29x2x2,29x2,project/outputs/features_yolo26x_41_44/41/41_1_event_28_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_28_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_28_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,29,41_1_event_29,yolo,9542,9576,35,35x2x17x2,35x2x2,35x2,project/outputs/features_yolo26x_41_44/41/41_1_event_29_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_29_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_29_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,30,41_1_event_30,yolo,9576,9608,33,33x2x17x2,33x2x2,33x2,project/outputs/features_yolo26x_41_44/41/41_1_event_30_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_30_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_30_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,31,41_1_event_31,yolo,9608,9638,31,31x2x17x2,31x2x2,31x2,project/outputs/features_yolo26x_41_44/41/41_1_event_31_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_31_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_31_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,32,41_1_event_32,yolo,9638,9664,27,27x2x17x2,27x2x2,27x2,project/outputs/features_yolo26x_41_44/41/41_1_event_32_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_32_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_32_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,33,41_1_event_33,yolo,9664,9688,25,25x2x17x2,25x2x2,25x2,project/outputs/features_yolo26x_41_44/41/41_1_event_33_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_33_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_33_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,34,41_1_event_34,yolo,9688,9720,33,33x2x17x2,33x2x2,33x2,project/outputs/features_yolo26x_41_44/41/41_1_event_34_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_34_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_34_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,35,41_1_1_1,yolo,9720,9748,29,29x2x17x2,29x2x2,29x2,project/outputs/features_yolo26x_41_44/41/41_1_1_1_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_1_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,36,41_1_1_2,yolo,9748,9770,23,23x2x17x2,23x2x2,23x2,project/outputs/features_yolo26x_41_44/41/41_1_1_2_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_2_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,37,41_1_1_3,yolo,9770,9801,32,32x2x17x2,32x2x2,32x2,project/outputs/features_yolo26x_41_44/41/41_1_1_3_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_3_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_3_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,38,41_1_1_4,yolo,9801,9824,24,24x2x17x2,24x2x2,24x2,project/outputs/features_yolo26x_41_44/41/41_1_1_4_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_4_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,39,41_1_event_39,yolo,9824,9842,19,19x2x17x2,19x2x2,19x2,project/outputs/features_yolo26x_41_44/41/41_1_event_39_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_39_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_39_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,40,41_1_1_5,yolo,9842,9866,25,25x2x17x2,25x2x2,25x2,project/outputs/features_yolo26x_41_44/41/41_1_1_5_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_5_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,41,41_1_1_6,yolo,9866,9889,24,24x2x17x2,24x2x2,24x2,project/outputs/features_yolo26x_41_44/41/41_1_1_6_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_6_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,42,41_1_event_42,yolo,9889,9906,18,18x2x17x2,18x2x2,18x2,project/outputs/features_yolo26x_41_44/41/41_1_event_42_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_42_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_42_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,43,41_1_1_7,yolo,9906,9934,29,29x2x17x2,29x2x2,29x2,project/outputs/features_yolo26x_41_44/41/41_1_1_7_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_7_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_7_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,44,41_1_1_8,yolo,9934,9964,31,31x2x17x2,31x2x2,31x2,project/outputs/features_yolo26x_41_44/41/41_1_1_8_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_8_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,45,41_1_1_9,yolo,9964,9990,27,27x2x17x2,27x2x2,27x2,project/outputs/features_yolo26x_41_44/41/41_1_1_9_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_9_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_9_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,46,41_1_1_10,yolo,9990,10016,27,27x2x17x2,27x2x2,27x2,project/outputs/features_yolo26x_41_44/41/41_1_1_10_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_10_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_10_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,47,41_1_event_47,yolo,10016,10038,23,23x2x17x2,23x2x2,23x2,project/outputs/features_yolo26x_41_44/41/41_1_event_47_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_47_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_47_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,48,41_1_1_11,yolo,10038,10066,29,29x2x17x2,29x2x2,29x2,project/outputs/features_yolo26x_41_44/41/41_1_1_11_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_11_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_11_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,49,41_1_1_12,yolo,10066,10096,31,31x2x17x2,31x2x2,31x2,project/outputs/features_yolo26x_41_44/41/41_1_1_12_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_12_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_12_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,50,41_1_1_13,yolo,10096,10124,29,29x2x17x2,29x2x2,29x2,project/outputs/features_yolo26x_41_44/41/41_1_1_13_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_13_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_1_13_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,51,41_1_event_51,yolo,10124,10148,25,25x2x17x2,25x2x2,25x2,project/outputs/features_yolo26x_41_44/41/41_1_event_51_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_51_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_51_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,52,41_1_event_52,yolo,10148,10168,21,21x2x17x2,21x2x2,21x2,project/outputs/features_yolo26x_41_44/41/41_1_event_52_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_52_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_52_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,53,41_1_event_53,yolo,10168,10196,29,29x2x17x2,29x2x2,29x2,project/outputs/features_yolo26x_41_44/41/41_1_event_53_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_53_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_53_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,1,54,41_1_event_54,yolo,10196,10230,35,35x2x17x2,35x2x2,35x2,project/outputs/features_yolo26x_41_44/41/41_1_event_54_joints.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_54_pos.npy,project/outputs/features_yolo26x_41_44/41/41_1_event_54_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,2,1,41_2_event_1,yolo,10440,10464,25,25x2x17x2,25x2x2,25x2,project/outputs/features_yolo26x_41_44/41/41_2_event_1_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_event_1_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_event_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,2,2,41_2_event_2,yolo,10464,10482,19,19x2x17x2,19x2x2,19x2,project/outputs/features_yolo26x_41_44/41/41_2_event_2_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_event_2_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_event_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,2,3,41_2_event_3,yolo,10482,10500,19,19x2x17x2,19x2x2,19x2,project/outputs/features_yolo26x_41_44/41/41_2_event_3_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_event_3_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_event_3_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
41,2,4,41_2_event_4,yolo,10500,10522,23,23x2x17x2,23x2x2,23x2,project/outputs/features_yolo26x_41_44/41/41_2_event_4_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_event_4_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_event_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,
