row_index,video_id,set_id,rally_id,event_rank,player,true_side_at_event,predicted_stroke_type,confidence,lateral_position,forward_position,delta_lateral,delta_forward,interstroke_displacement
30,41,1,5,10,B,Bottom,rush,0.8306410908699036,0.7646872997283936,0.670866847038269,0.1813037395477295,0.37018048763275146,0.4121949046240293
31,41,1,5,11,A,Top,drive,0.8137707710266113,0.4642500877380371,0.23031345009803772,-0.03916791081428528,-0.05053800344467163,0.06393915099318608
32,41,1,6,1,B,Bottom,clear,0.7595535516738892,0.6567853689193726,0.32173728942871094,,,
34,41,1,6,3,B,Bottom,return net,0.6844063401222229,0.6220622062683105,0.4690229892730713,-0.03472316265106201,0.14728569984436035,0.151323413268189
36,41,1,6,5,B,Bottom,drop,0.9247032403945924,0.6790966391563416,0.2795974016189575,0.057034432888031006,-0.18942558765411377,0.19782562976764576
37,41,1,6,6,A,Top,net shot,0.8014938831329346,0.6477063894271851,0.41890206933021545,,,
38,41,1,6,7,B,Bottom,cross-court net shot,0.9277665615081788,0.2821978032588959,0.7241294384002686,-0.3968988358974457,0.44453203678131104,0.5959340715730964
39,41,1,7,1,B,Bottom,push,0.5027346611022949,0.6713554263114929,0.6419625282287598,,,
40,41,1,7,2,A,Top,drop,0.9060224294662476,0.6622755229473114,0.1042185127735138,,,
41,41,1,7,3,B,Bottom,drive,0.4048920273780823,0.41798073053359985,0.6325480937957764,-0.25337469577789307,-0.009414434432983398,0.25354953763758437
42,41,1,7,4,A,Top,drive,0.7790682315826416,0.5118997693061829,0.28888174891471863,-0.15037575364112854,0.18466323614120483,0.23814570763564008
43,41,1,7,5,B,Bottom,drive,0.8517153263092041,0.3836473524570465,0.6158846616744995,-0.034333378076553345,-0.016663432121276855,0.0381634749493276
44,41,1,7,6,A,Top,return net,0.8830986618995667,0.5203513205051422,0.27910667657852173,0.00845155119895935,-0.0097750723361969,0.012922103421909033
45,41,1,7,7,B,Bottom,lob,0.6825308203697205,0.5723130702972412,0.6209726333618164,0.1886657178401947,0.0050879716873168945,0.18873431204751007
47,41,1,7,9,B,Bottom,clear,0.9581325650215148,0.28413888812065125,0.3198662996292114,-0.28817418217658997,-0.301106333732605,0.41678457683440895
49,41,1,7,11,B,Bottom,return net,0.7664458751678467,0.4415789246559143,0.45157063007354736,0.15744003653526306,0.13170433044433594,0.20526420964702005
50,41,1,7,12,A,Top,rush,0.5198277831077576,0.5224334001541138,0.556592583656311,0.0020820796489715576,0.2774859070777893,0.2774937182756543
51,41,1,7,13,B,Bottom,drive,0.878123939037323,0.44749024510383606,0.42038094997406006,0.005911320447921753,-0.031189680099487305,0.03174491855630397
52,41,1,7,14,A,Top,drive,0.3535433411598205,0.4576977491378784,0.43891918659210205,-0.06473565101623535,-0.11767339706420898,0.13430462720668562
53,41,1,7,15,B,Bottom,drive,0.4772623181343078,0.4238527715206146,0.4421675205230713,-0.023637473583221436,0.02178657054901123,0.032146303266231635
54,41,1,7,16,A,Top,smash,0.862284243106842,0.6732279658317566,0.041406355798244476,0.21553021669387817,-0.3975128307938576,0.45218328690239773
55,41,1,8,1,B,Bottom,drive,0.501205563545227,0.41228386759757996,0.45723164081573486,,,
56,41,1,8,2,A,Top,net shot,0.4068924188613891,0.4835612177848816,0.4429624080657959,,,
57,41,1,8,3,B,Bottom,lob,0.7622466087341309,0.3392581641674042,0.594294548034668,-0.07302570343017578,0.1370629072189331,0.15530291013621686
59,41,1,8,5,B,Bottom,cross-court net shot,0.8947083950042725,0.6276515126228333,0.46553218364715576,0.2883933484554291,-0.1287623643875122,0.31583297787912684
60,41,1,8,6,A,Top,net shot,0.8608394861221313,0.5961624085903168,0.5973299741744995,0.11260119080543518,0.1543675661087036,0.191071645298634
61,41,1,8,7,B,Bottom,lob,0.747277021408081,0.35710129141807556,0.7559942007064819,-0.2705502212047577,0.29046201705932617,0.39694534327551395
63,41,1,8,9,B,Bottom,net shot,0.386050671339035,0.3211495578289032,0.596664547920227,-0.03595173358917236,-0.15932965278625488,0.16333543830123137
64,41,1,8,10,A,Top,cross-court net shot,0.8422513604164124,0.6560423076152802,0.5733404755592346,0.05987989902496338,-0.023989498615264893,0.06450657602951505
65,41,1,8,11,B,Bottom,lob,0.8337996602058411,0.5968965291976929,0.7672895193099976,0.2757469713687897,0.1706249713897705,0.32426728647956476
67,41,1,8,13,B,Bottom,drop,0.9310510754585266,0.6880676746368408,0.2796400785446167,0.09117114543914795,-0.48764944076538086,0.4960989365433824
68,41,1,8,14,A,Top,net shot,0.819686233997345,0.38345867395401,0.4704548418521881,-0.27258363366127014,-0.10288563370704651,0.29135423621990136
69,41,1,8,15,B,Bottom,cross-court net shot,0.789604127407074,0.7546504735946655,0.765159010887146,0.06658279895782471,0.4855189323425293,0.49006316203127087
71,41,1,8,17,B,Bottom,smash,0.9478424787521362,0.5285171866416931,0.26500678062438965,-0.2261332869529724,-0.5001522302627563,0.548897546819955
72,41,1,8,18,A,Top,return net,0.9296095371246338,0.5166960060596466,0.3320537209510803,0.1332373321056366,-0.1384011209011078,0.19211209470856008
73,41,1,8,19,B,Bottom,lob,0.6011311411857605,0.3458477258682251,0.6118520498275757,-0.18266946077346802,0.34684526920318604,0.3920073630276607
75,41,1,8,21,B,Bottom,lob,0.4327960610389709,0.7157384753227234,0.523194432258606,0.3698907494544983,-0.08865761756896973,0.380367374632757
76,41,1,8,22,A,Top,smash,0.8120896816253662,0.2634240388870239,0.0833311602473259,-0.2532719671726227,-0.24872256070375443,0.35497831139172836
77,41,1,8,23,B,Bottom,return net,0.9218015670776368,0.5439260005950928,0.5076963901519775,-0.17181247472763062,-0.015498042106628418,0.17251004545003035
78,41,1,8,24,A,Top,net shot,0.847156822681427,0.6320323050022125,0.47822707891464233,0.3686082661151886,0.39489591866731644,0.5401988896957763
79,41,1,8,25,B,Bottom,net shot,0.8124008178710938,0.2786204516887665,0.6699209213256836,-0.2653055489063263,0.16222453117370605,0.3109723987671829
80,41,1,8,26,A,Top,lob,0.7674428224563599,0.7180443704128265,0.7002496123313904,0.08601206541061401,0.22202253341674805,0.23810098853425776
81,41,1,8,27,B,Bottom,clear,0.9567364454269408,0.4838085174560547,0.187636137008667,0.2051880657672882,-0.4822847843170166,0.5241190280051204
82,41,1,9,1,A,Top,short service,0.9656552076339722,0.5324859321117401,0.3646285831928253,,,
83,41,1,9,2,B,Bottom,net shot,0.6088947653770447,0.6220713257789612,0.6685423851013184,,,
84,41,1,9,3,A,Top,lob,0.8296605944633484,0.3375016450881958,0.5156204700469971,-0.1949842870235443,0.15099188685417175,0.24661188552432528
85,41,1,9,4,B,Bottom,smash,0.5623033046722412,0.31350424885749817,0.3552711009979248,-0.308567076921463,-0.31327128410339355,0.43971870372278365
86,41,1,10,1,A,Top,short service,0.9654140472412108,0.4655117988586426,0.35072943568229675,,,
87,41,1,10,2,B,Bottom,push,0.658050000667572,0.3351391553878784,0.6561861038208008,,,
88,41,1,10,3,A,Top,drop,0.8706557750701904,0.6814517676830292,0.08225466310977936,0.2159399688243866,-0.2684747725725174,0.3445413961249678
89,41,1,10,4,B,Bottom,net shot,0.4999541044235229,0.3458172380924225,0.5317227840423584,0.010678082704544067,-0.12446331977844238,0.12492053242167954
90,41,1,10,5,A,Top,lob,0.7695366144180298,0.7029713988304138,0.534986674785614,0.021519631147384644,0.45273201167583466,0.45324316753897964
91,41,1,10,6,B,Bottom,drop,0.9146448969841005,0.6667193174362183,0.22456061840057373,0.3209020793437958,-0.30716216564178467,0.44421474596069294
92,41,1,10,7,A,Top,net shot,0.8597270846366882,0.6196816265583038,0.5134826898574829,-0.08328977227210999,-0.021503984928131104,0.08602097147166632
93,41,1,10,8,B,Bottom,lob,0.5057672262191772,0.2693479657173157,0.726676344871521,-0.3973713517189026,0.5021157264709473,0.6403313157548637
95,41,1,12,1,A,Top,net shot,0.678410530090332,0.3039560317993164,0.5356180667877197,,,
96,41,1,12,2,B,Bottom,net shot,0.632914125919342,0.5769248604774475,0.7732092142105103,,,
97,41,1,13,1,A,Top,short service,0.9285341501235962,0.46286678314208984,0.34779635071754456,,,
98,41,1,13,2,B,Bottom,net shot,0.5175305008888245,0.3488309383392334,0.61061692237854,,,
99,41,1,13,3,A,Top,net shot,0.8423945903778076,0.6893905103206635,0.5550622940063477,0.2265237271785736,0.2072659432888031,0.30703773419934915
100,41,1,13,4,B,Bottom,net shot,0.8697836995124817,0.29890409111976624,0.7541992664337158,-0.04992684721946716,0.14358234405517578,0.152015063719537
102,41,1,13,6,B,Bottom,smash,0.4027859270572662,0.6205424070358276,0.22331535816192627,0.3216383159160614,-0.5308839082717896,0.6207164653263597
103,41,1,13,7,A,Top,return net,0.7544119954109192,0.4063889980316162,0.3479979336261749,-0.28300151228904724,-0.20706436038017273,0.3506643770010547
104,41,1,13,8,B,Bottom,lob,0.5080625414848328,0.6357718110084534,0.5530556440353394,0.015229403972625732,0.3297402858734131,0.3300917915871911
106,41,1,13,10,B,Bottom,return net,0.864354133605957,0.6260681748390198,0.4784735441207886,-0.009703636169433594,-0.07458209991455078,0.07521070523916643
107,41,1,13,11,A,Top,push,0.8804916143417358,0.311614990234375,0.5431571006774902,-0.09477400779724121,0.1951591670513153,0.21695440313142927
108,41,1,13,12,B,Bottom,drop,0.7848986983299255,0.6822500228881836,0.3033381700515747,0.05618184804916382,-0.17513537406921387,0.18392607020371746
110,41,1,13,14,B,Bottom,clear,0.9762669801712036,0.6973854303359985,0.34395909309387207,0.015135407447814941,0.04062092304229736,0.04334904782598595
111,41,1,13,15,A,Top,drop,0.9306578040122986,0.710156112909317,0.1405957043170929,0.398541122674942,-0.40256139636039734,0.566472156687896
112,41,1,13,16,B,Bottom,push,0.752260148525238,0.3713553547859192,0.5513365268707275,-0.32603007555007935,0.20737743377685547,0.38639488894531787
113,41,1,13,17,A,Top,drop,0.7490184903144836,0.6936489045619965,0.13095542788505554,-0.016507208347320557,-0.009640276432037354,0.019116036647483816
114,41,1,14,1,B,Bottom,short service,0.9633025527000428,0.5378640294075012,0.5450963973999023,,,
115,41,1,14,2,A,Top,push,0.9336774349212646,0.6344725489616394,0.5868479609489441,,,
116,41,1,14,3,B,Bottom,drive,0.964065968990326,0.5486714243888855,0.4475395679473877,0.010807394981384277,-0.09755682945251465,0.09815362835428286
117,41,1,14,4,A,Top,return net,0.4341709911823272,0.4425276517868042,0.40382128953933716,-0.1919448971748352,-0.18302667140960693,0.2652199200639693
118,41,1,14,5,B,Bottom,push,0.5684806108474731,0.49915653467178345,0.5242396593093872,-0.04951488971710205,0.07670009136199951,0.09129418556861028
120,41,1,14,7,B,Bottom,clear,0.9531270265579224,0.2872655987739563,0.24275529384613037,-0.21189093589782715,-0.28148436546325684,0.3523226031862126
121,41,1,14,8,A,Top,clear,0.9342104196548462,0.6936100423336029,0.1673121303319931,0.2510823905467987,-0.23650915920734406,0.34493325329933033
122,41,1,14,9,B,Bottom,drop,0.7723881602287292,0.2468479871749878,0.32733607292175293,-0.040417611598968506,0.08458077907562256,0.09374162104638656
124,41,1,14,11,B,Bottom,push,0.6128169298171997,0.6693781018257141,0.7651631832122803,0.4225301146507263,0.43782711029052734,0.6084605790781433
125,41,1,14,12,A,Top,drop,0.8998244404792786,0.6349226832389832,0.13425806164741516,-0.05868735909461975,-0.03305406868457794,0.06735560536514866
126,41,1,14,13,B,Bottom,push,0.5506667494773865,0.6332990527153015,0.6596100330352783,-0.0360790491104126,-0.10555315017700195,0.1115489367811289
127,41,1,14,14,A,Top,clear,0.9759600758552552,0.2787814140319824,0.21956866979599,-0.35614126920700073,0.08531060814857483,0.3662164708134426
128,41,1,14,15,B,Bottom,smash,0.6270086765289307,0.7305301427841187,0.44627177715301514,0.09723109006881714,-0.21333825588226318,0.23445062656955395
129,41,1,15,1,B,Bottom,short service,0.9234643578529358,0.4689890742301941,0.5349314212799072,,,
130,41,1,15,2,A,Top,push,0.8927050828933716,0.329925537109375,0.51643306016922,,,
131,41,1,15,3,B,Bottom,smash,0.7820113301277161,0.5357268452644348,0.5100408792495728,0.06673777103424072,-0.024890542030334473,0.07122828907942817
132,41,1,16,1,B,Bottom,short service,0.965535283088684,0.5391767024993896,0.5208758115768433,,,
133,41,1,16,2,A,Top,push,0.8405026197433472,0.6721956133842468,0.5682116150856018,,,
134,41,1,16,3,B,Bottom,smash,0.9156963229179382,0.587823212146759,0.5662386417388916,0.048646509647369385,0.04536283016204834,0.06651518068217545
135,41,1,17,1,B,Bottom,smash,0.8569014668464661,0.2991923391819,0.32541000843048096,,,
136,41,1,17,2,A,Top,return net,0.9470778107643129,0.5214105546474457,0.2880265414714813,,,
137,41,1,17,3,B,Bottom,rush,0.3396596014499664,0.41726747155189514,0.7152583599090576,0.11807513236999512,0.38984835147857666,0.40733705212606885
139,41,1,17,5,B,Bottom,clear,0.973225235939026,0.22100882232189178,0.3075772523880005,-0.19625864923000336,-0.40768110752105713,0.45246142689425056
140,41,1,17,6,A,Top,clear,0.9278966784477234,0.7505587041378021,0.18571634590625763,0.22914814949035645,-0.1023101955652237,0.2509506934269142
141,41,1,19,1,B,Bottom,lob,0.84934401512146,0.38926634192466736,0.7355509996414185,,,
142,41,1,19,2,A,Top,clear,0.961043655872345,0.7228467464447021,0.03461327403783798,,,
143,41,1,19,3,B,Bottom,drop,0.6755130887031555,0.5677269101142883,0.5042554140090942,0.17846056818962097,-0.23129558563232422,0.29214007313540913
144,41,1,19,4,A,Top,net shot,0.7459466457366943,0.5621058940887451,0.49201828241348267,-0.16074085235595703,0.4574050083756447,0.4848267353428884
145,41,1,19,5,B,Bottom,push,0.5642625093460083,0.34298646450042725,0.7055020332336426,-0.22474044561386108,0.20124661922454834,0.3016761005516135
146,41,1,19,6,A,Top,drop,0.9171974658966064,0.31817036867141724,0.001062658498995006,-0.24393552541732788,-0.49095562391448766,0.5482170785499952
147,41,1,19,7,B,Bottom,push,0.6618841886520386,0.6885181069374084,0.5842119455337524,0.3455316424369812,-0.12129008769989014,0.3662013125310242
148,41,1,19,8,A,Top,clear,0.9535162448883056,0.5913358330726624,0.12529993057250977,0.2731654644012451,0.12423727207351476,0.30009043755810755
149,41,1,19,9,B,Bottom,drop,0.7590359449386597,0.21748654544353485,0.32280898094177246,-0.4710315614938736,-0.26140296459198,0.538704224803215
151,41,1,19,11,B,Bottom,push,0.5908768177032471,0.4953587055206299,0.7171659469604492,0.27787216007709503,0.39435696601867676,0.4824213448774489
152,41,1,19,12,A,Top,drop,0.917189598083496,0.33087313175201416,0.01437322422862053,-0.2604627013206482,-0.11092670634388924,0.2830998992574046
153,41,1,19,13,B,Bottom,lob,0.6296367645263672,0.6616938710212708,0.536163330078125,0.16633516550064087,-0.18100261688232422,0.2458237877024415
155,41,1,19,15,B,Bottom,push,0.5229271054267883,0.6901606321334839,0.609195351600647,0.028466761112213135,0.07303202152252197,0.07838388007674743
156,41,1,19,16,A,Top,clear,0.9490135908126832,0.6977196037769318,0.1310162991285324,0.3668464720249176,0.11664307489991188,0.38494407510602774
157,41,1,19,17,B,Bottom,drop,0.8373197913169861,0.6118224263191223,0.2611429691314697,-0.07833820581436157,-0.34805238246917725,0.35675949242127214
158,41,1,19,18,A,Top,cross-court net shot,0.895106315612793,0.3419325351715088,0.45232880115509033,-0.355787068605423,0.3213125020265579,0.47940187958059444
159,41,1,19,19,B,Bottom,lob,0.8122576475143433,0.3662866950035095,0.7109272480010986,-0.2455357313156128,0.4497842788696289,0.5124389650201914
161,41,1,19,21,B,Bottom,net shot,0.5941113233566284,0.3370521664619446,0.6105358600616455,-0.02923452854156494,-0.10039138793945312,0.10456140985783115
162,41,1,19,22,A,Top,net shot,0.8735852241516113,0.6816155016422272,0.5549672245979309,0.3396829664707184,0.10263842344284058,0.35485090344703796
163,41,1,19,23,B,Bottom,net shot,0.7580116987228394,0.30814632773399353,0.7798739671707153,-0.02890583872795105,0.16933810710906982,0.171787490906204
165,41,1,20,2,A,Top,lob,0.8834868669509888,0.6260977685451508,0.6669983267784119,,,
166,41,1,20,3,B,Bottom,drive,0.6211206316947937,0.6197635531425476,0.2337583303451538,,,
168,41,1,20,5,B,Bottom,clear,0.976364016532898,0.6765788793563843,0.3076542615890503,0.05681532621383667,0.07389593124389648,0.09321260616025792
169,41,1,20,6,A,Top,smash,0.872002363204956,0.19147640466690063,0.017639514058828354,-0.4346213638782501,-0.6493588127195835,0.7813850507886476
170,41,1,20,7,B,Bottom,return net,0.8825286626815796,0.551851212978363,0.5137399435043335,-0.12472766637802124,0.2060856819152832,0.24089063711691713
171,41,1,20,8,A,Top,lob,0.6996764540672302,0.40556800365448,0.5444243550300598,0.21409159898757935,0.5267848409712315,0.568627717785674
172,41,1,20,9,B,Bottom,clear,0.8725336194038391,0.5865459442138672,0.30178511142730713,0.03469473123550415,-0.21195483207702637,0.21477563925246343
173,41,1,21,1,B,Bottom,short service,0.9672438502311708,0.4677264392375946,0.5434261560440063,,,
174,41,1,21,2,A,Top,net shot,0.6498043537139893,0.3181059956550598,0.5253387093544006,,,
175,41,1,21,3,B,Bottom,lob,0.676534116268158,0.32382529973983765,0.5805307626724243,-0.14390113949775696,0.03710460662841797,0.148607838897558
177,41,1,21,5,B,Bottom,clear,0.8896217346191406,0.2938997149467468,0.3122849464416504,-0.02992558479309082,-0.2682458162307739,0.2699099082110966
179,41,1,21,7,B,Bottom,lob,0.7067815661430359,0.6095224022865295,0.6351629495620728,0.3156226873397827,0.32287800312042236,0.451517314908983
180,41,1,21,8,A,Top,drive,0.7287048697471619,0.2706207036972046,0.1455199420452118,-0.047485291957855225,-0.37981876730918884,0.38277558562765535
181,41,1,21,9,B,Bottom,return net,0.6637812852859497,0.5918481349945068,0.513990044593811,-0.017674267292022705,-0.12117290496826172,0.12245510451899197
183,41,1,22,1,B,Bottom,short service,0.9747205972671508,0.5392807722091675,0.5281162261962891,,,
184,41,1,22,2,A,Top,net shot,0.3708868026733398,0.6524021923542023,0.5590713024139404,,,
185,41,1,22,3,B,Bottom,push,0.7536234855651855,0.6493441462516785,0.6227703094482422,0.11006337404251099,0.09465408325195312,0.1451666000906867
186,41,1,22,4,A,Top,drive,0.7831552624702454,0.6203868687152863,0.14706656336784363,-0.032015323638916016,-0.4120047390460968,0.4132467615652261
187,41,1,22,5,B,Bottom,return net,0.6651981472969055,0.5142448544502258,0.5015358924865723,-0.13509929180145264,-0.12123441696166992,0.18152025369442962
189,41,1,22,7,B,Bottom,push,0.4702536165714264,0.6860591769218445,0.6741747856140137,0.17181432247161865,0.1726388931274414,0.24356590243022422
190,41,1,22,8,A,Top,drive,0.4254401624202728,0.40614891052246094,0.2625914514064789,-0.21423795819282532,0.11552488803863525,0.2434007035465797
191,41,1,22,9,B,Bottom,clear,0.9626182913780212,0.6113319396972656,0.43977415561676025,-0.07472723722457886,-0.23440062999725342,0.2460240137188396
193,41,1,23,1,A,Top,short service,0.9438055753707886,0.46681398153305054,0.3757261633872986,,,
194,41,1,23,2,B,Bottom,lob,0.338019460439682,0.33220404386520386,0.667731523513794,,,
195,41,1,23,3,A,Top,clear,0.8875561952590942,0.2899550795555115,0.006089772563427687,-0.17685890197753906,-0.3696363908238709,0.4097683890077396
196,41,1,23,4,B,Bottom,drop,0.7197512984275818,0.7593514919281006,0.3981337547302246,0.42714744806289673,-0.26959776878356934,0.505111769136024
197,41,1,24,1,B,Bottom,long service,0.3010873198509216,0.5843045115470886,0.7158603668212891,,,
199,41,1,24,3,B,Bottom,drive,0.659614622592926,0.5025078654289246,0.461273193359375,-0.08179664611816406,-0.25458717346191406,0.26740478718135713
200,41,1,24,4,A,Top,clear,0.9478917717933656,0.3490387201309204,0.1694706380367279,,,
201,41,1,24,5,B,Bottom,smash,0.8865699768066406,0.6830712556838989,0.406823992729187,0.18056339025497437,-0.05444920063018799,0.18859441494815438
203,41,1,25,2,A,Top,push,0.9423227310180664,0.582237184047699,0.465606153011322,,,
204,41,1,25,3,B,Bottom,clear,0.4681827425956726,0.44331619143486023,0.3437530994415283,,,
205,41,1,25,4,A,Top,drop,0.870267927646637,0.33264434337615967,0.06731739640235901,-0.2495928406715393,-0.398288756608963,0.4700324667037397
206,41,1,25,5,B,Bottom,rush,0.7928693890571594,0.693303108215332,0.6129878759384155,0.2499869167804718,0.2692347764968872,0.3673973644934532
208,41,1,25,7,B,Bottom,smash,0.924923539161682,0.46747809648513794,0.6443442106246948,-0.2258250117301941,0.0313563346862793,0.22799156924741815
209,41,1,26,1,B,Bottom,short service,0.9562492966651917,0.47022169828414917,0.5397939682006836,,,
210,41,1,26,2,A,Top,push,0.7069626450538635,0.3221467137336731,0.5772796869277954,,,
211,41,1,26,3,B,Bottom,drop,0.4223369359970093,0.6870025396347046,0.2519524097442627,0.21678084135055542,-0.2878415584564209,0.36034247036850353
212,41,1,27,1,A,Top,short service,0.9633640646934508,0.534400224685669,0.38140439987182617,,,
213,41,1,27,2,B,Bottom,net shot,0.3262779712677002,0.6363055109977722,0.636622428894043,,,
214,41,1,27,3,A,Top,net shot,0.8699430227279663,0.6544128060340881,0.5959476828575134,0.12001258134841919,0.21454328298568726,0.24582888348643578
215,41,1,27,4,B,Bottom,lob,0.8533772826194763,0.29571768641471863,0.7954130172729492,-0.3405878245830536,0.15879058837890625,0.37578520089532014
217,41,1,27,6,B,Bottom,return net,0.7726994752883911,0.544542670249939,0.49457263946533203,0.24882498383522034,-0.3008403778076172,0.3904085110496792
218,41,1,27,7,A,Top,net shot,0.853696882724762,0.3104158043861389,0.547739565372467,-0.3439970016479492,-0.04820811748504639,0.3473585463670517
219,41,1,27,8,B,Bottom,push,0.8339921236038208,0.7139321565628052,0.7810708284378052,0.1693894863128662,0.28649818897247314,0.33282729809593986
221,41,1,27,10,B,Bottom,return net,0.2696606814861297,0.41020315885543823,0.48544466495513916,-0.30372899770736694,-0.295626163482666,0.42384682679454105
222,41,1,28,1,B,Bottom,smash,0.8446425199508667,0.6324845552444458,0.474972128868103,,,
223,41,1,28,2,A,Top,return net,0.9024118185043336,0.4230507016181946,0.318195641040802,,,
224,41,1,28,3,B,Bottom,push,0.8974868655204773,0.6091943979263306,0.5688425302505493,-0.023290157318115234,0.09387040138244629,0.09671651194911927
225,41,1,28,4,A,Top,clear,0.8759816884994507,0.36094939708709717,0.29763147234916687,-0.06210130453109741,-0.020564168691635132,0.06541755925164226
226,41,1,28,5,B,Bottom,clear,0.9172455668449402,0.3314072787761688,0.32010364532470703,-0.27778711915016174,-0.24873888492584229,0.3728762749758927
227,41,1,28,6,A,Top,drop,0.8758390545845032,0.39568954706192017,0.10441390424966812,0.034740149974823,-0.19321756809949875,0.19631583390689003
228,41,1,28,7,B,Bottom,drive,0.7197248935699463,0.6120477318763733,0.5799804925918579,0.28064045310020447,0.2598768472671509,0.3824853456824224
229,41,1,28,8,A,Top,return net,0.8753765225410461,0.4203881025314331,0.256802499294281,0.02469855546951294,0.15238859504461288,0.154377143845686
230,41,1,28,9,B,Bottom,cross-court net shot,0.965078055858612,0.7027233839035034,0.5669956207275391,0.09067565202713013,-0.012984871864318848,0.09160065921093563
231,41,1,28,10,A,Top,lob,0.7857617139816284,0.683506190776825,0.6062635183334351,0.26311808824539185,0.34946101903915405,0.43744043273318234
232,41,1,28,11,B,Bottom,smash,0.9348275661468506,0.21231070160865784,0.3359454870223999,-0.4904126822948456,-0.23105013370513916,0.5421150830227728
233,41,1,29,1,A,Top,short service,0.9462722539901732,0.4625469446182251,0.3503629267215729,,,
234,41,1,29,2,B,Bottom,push,0.6733932495117188,0.3400169312953949,0.6231449842453003,,,
235,41,1,29,3,A,Top,smash,0.4093360602855682,0.3993803858757019,0.09812741726636887,-0.0631665587425232,-0.252235509455204,0.26002454955926557
237,41,1,30,2,A,Top,push,0.6449830532073975,0.31390976905822754,0.5594034194946289,,,
238,41,1,30,3,B,Bottom,clear,0.955522119998932,0.6375145316123962,0.2633873224258423,,,
239,41,1,30,4,A,Top,drop,0.93252032995224,0.6084192991256714,0.12758786976337433,0.29450953006744385,-0.4318155497312546,0.5226858830026426
240,41,1,30,5,B,Bottom,rush,0.3515241742134094,0.5135617256164551,0.5682109594345093,-0.12395280599594116,0.304823637008667,0.3290619209107292
244,41,1,31,4,B,Bottom,smash,0.941700518131256,0.14363527297973633,0.399277925491333,,,
245,41,1,32,1,B,Bottom,short service,0.913920760154724,0.5380911827087402,0.5317378044128418,,,
