video_id,rally_id,source_video,start_frame,end_frame,fps,width,height,frame_count,processed_frames,device,model_file,raw_csv,denoised_csv
40,11,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,18030,18090,30.0,1280,720,78900,61,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/11_ball_raw.csv,project/outputs/shuttle/40/11_ball_denoised.csv
40,12,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,18120,18660,30.0,1280,720,78900,541,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/12_ball_raw.csv,project/outputs/shuttle/40/12_ball_denoised.csv
40,13,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,19020,19500,30.0,1280,720,78900,481,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/13_ball_raw.csv,project/outputs/shuttle/40/13_ball_denoised.csv
40,14,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,19860,20400,30.0,1280,720,78900,541,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/14_ball_raw.csv,project/outputs/shuttle/40/14_ball_denoised.csv
40,15,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,20880,21120,30.0,1280,720,78900,241,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/15_ball_raw.csv,project/outputs/shuttle/40/15_ball_denoised.csv
40,16,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,21750,22080,30.0,1280,720,78900,331,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/16_ball_raw.csv,project/outputs/shuttle/40/16_ball_denoised.csv
40,17,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,22440,22710,30.0,1280,720,78900,271,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/17_ball_raw.csv,project/outputs/shuttle/40/17_ball_denoised.csv
40,18,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,22950,23370,30.0,1280,720,78900,421,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/18_ball_raw.csv,project/outputs/shuttle/40/18_ball_denoised.csv
40,19,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,23460,23820,30.0,1280,720,78900,361,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/19_ball_raw.csv,project/outputs/shuttle/40/19_ball_denoised.csv
40,20,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,24090,24990,30.0,1280,720,78900,901,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/20_ball_raw.csv,project/outputs/shuttle/40/20_ball_denoised.csv
40,21,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,25410,25590,30.0,1280,720,78900,181,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/21_ball_raw.csv,project/outputs/shuttle/40/21_ball_denoised.csv
40,22,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,25800,25920,30.0,1280,720,78900,121,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/22_ball_raw.csv,project/outputs/shuttle/40/22_ball_denoised.csv
40,23,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,27570,28020,30.0,1280,720,78900,451,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/23_ball_raw.csv,project/outputs/shuttle/40/23_ball_denoised.csv
40,24,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,28410,29040,30.0,1280,720,78900,631,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/24_ball_raw.csv,project/outputs/shuttle/40/24_ball_denoised.csv
40,25,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,29460,29610,30.0,1280,720,78900,151,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/25_ball_raw.csv,project/outputs/shuttle/40/25_ball_denoised.csv
40,26,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,29850,30120,30.0,1280,720,78900,271,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/26_ball_raw.csv,project/outputs/shuttle/40/26_ball_denoised.csv
40,27,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,30450,30750,30.0,1280,720,78900,301,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/27_ball_raw.csv,project/outputs/shuttle/40/27_ball_denoised.csv
40,28,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,31200,31650,30.0,1280,720,78900,451,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/28_ball_raw.csv,project/outputs/shuttle/40/28_ball_denoised.csv
40,29,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,32100,32250,30.0,1280,720,78900,151,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/29_ball_raw.csv,project/outputs/shuttle/40/29_ball_denoised.csv
40,30,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,32400,33420,30.0,1280,720,78900,1021,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/30_ball_raw.csv,project/outputs/shuttle/40/30_ball_denoised.csv
40,31,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,33540,35370,30.0,1280,720,78900,1831,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/31_ball_raw.csv,project/outputs/shuttle/40/31_ball_denoised.csv
40,32,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,35520,35850,30.0,1280,720,78900,331,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/32_ball_raw.csv,project/outputs/shuttle/40/32_ball_denoised.csv
40,33,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,36180,36390,30.0,1280,720,78900,211,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/33_ball_raw.csv,project/outputs/shuttle/40/33_ball_denoised.csv
40,34,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,36720,37350,30.0,1280,720,78900,631,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/34_ball_raw.csv,project/outputs/shuttle/40/34_ball_denoised.csv
40,35,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,38160,38550,30.0,1280,720,78900,391,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/35_ball_raw.csv,project/outputs/shuttle/40/35_ball_denoised.csv
40,36,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,39030,39720,30.0,1280,720,78900,691,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/36_ball_raw.csv,project/outputs/shuttle/40/36_ball_denoised.csv
40,37,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,40230,40410,30.0,1280,720,78900,181,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/37_ball_raw.csv,project/outputs/shuttle/40/37_ball_denoised.csv
40,39,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,40890,41640,30.0,1280,720,78900,751,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/39_ball_raw.csv,project/outputs/shuttle/40/39_ball_denoised.csv
40,40,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,42360,42720,30.0,1280,720,78900,361,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/40_ball_raw.csv,project/outputs/shuttle/40/40_ball_denoised.csv
40,41,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,42990,43380,30.0,1280,720,78900,391,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/41_ball_raw.csv,project/outputs/shuttle/40/41_ball_denoised.csv
40,42,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,43770,44010,30.0,1280,720,78900,241,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/42_ball_raw.csv,project/outputs/shuttle/40/42_ball_denoised.csv
40,43,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,44160,44520,30.0,1280,720,78900,361,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/43_ball_raw.csv,project/outputs/shuttle/40/43_ball_denoised.csv
40,44,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,44790,45090,30.0,1280,720,78900,301,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/44_ball_raw.csv,project/outputs/shuttle/40/44_ball_denoised.csv
40,45,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,45540,45720,30.0,1280,720,78900,181,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/45_ball_raw.csv,project/outputs/shuttle/40/45_ball_denoised.csv
40,46,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,46320,46650,30.0,1280,720,78900,331,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/46_ball_raw.csv,project/outputs/shuttle/40/46_ball_denoised.csv
40,47,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,46980,47190,30.0,1280,720,78900,211,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/47_ball_raw.csv,project/outputs/shuttle/40/47_ball_denoised.csv
40,48,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,47490,48480,30.0,1280,720,78900,991,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/48_ball_raw.csv,project/outputs/shuttle/40/48_ball_denoised.csv
40,49,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,49110,49380,30.0,1280,720,78900,271,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/49_ball_raw.csv,project/outputs/shuttle/40/49_ball_denoised.csv
40,50,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,53040,53790,30.0,1280,720,78900,751,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/50_ball_raw.csv,project/outputs/shuttle/40/50_ball_denoised.csv
40,51,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,53910,54450,30.0,1280,720,78900,541,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/51_ball_raw.csv,project/outputs/shuttle/40/51_ball_denoised.csv
40,52,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,54750,54930,30.0,1280,720,78900,181,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/52_ball_raw.csv,project/outputs/shuttle/40/52_ball_denoised.csv
40,53,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,55050,55320,30.0,1280,720,78900,271,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/53_ball_raw.csv,project/outputs/shuttle/40/53_ball_denoised.csv
40,54,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,55410,55800,30.0,1280,720,78900,391,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/54_ball_raw.csv,project/outputs/shuttle/40/54_ball_denoised.csv
40,55,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,56100,56460,30.0,1280,720,78900,361,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/55_ball_raw.csv,project/outputs/shuttle/40/55_ball_denoised.csv
40,56,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/project/dataset/ShuttleSet_raw_videos/40 - Evgeniya_Kosetskaya_Michelle_Li_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,56700,57180,30.0,1280,720,78900,481,cuda:1,/home/dang.cpm/__MY_SPACE__/VinUni/Data-Mining/external_repos/TrackNetV3/exp/model_best.pt,project/outputs/shuttle/40/56_ball_raw.csv,project/outputs/shuttle/40/56_ball_denoised.csv
