video_id,rally_id,predicted_frame_original,ground_truth_frame_num,abs_error,stable_key,clip_id,set_id,gt_rally_id,ball_round_id,stroke_type_ground_truth,player,server
40,10,17053,17053,0,40:1:9:7,40_1_9_7,1,9,7,挑球,B,2
40,10,17098,17098,0,40:1:9:8,40_1_9_8,1,9,8,點扣,A,2
40,10,17115,17115,0,40:1:9:9,40_1_9_9,1,9,9,擋小球,B,2
40,10,17140,17140,0,40:1:9:10,40_1_9_10,1,9,10,推球,A,3
40,12,18218,18218,0,40:1:10:1,40_1_10_1,1,10,1,發長球,B,1
40,12,18281,18281,0,40:1:10:2,40_1_10_2,1,10,2,長球,A,2
40,12,18315,18315,0,40:1:10:3,40_1_10_3,1,10,3,點扣,B,2
40,12,18329,18329,0,40:1:10:4,40_1_10_4,1,10,4,擋小球,A,2
40,12,18362,18362,0,40:1:10:5,40_1_10_5,1,10,5,挑球,B,2
40,12,18400,18400,0,40:1:10:6,40_1_10_6,1,10,6,長球,A,2
40,12,18440,18440,0,40:1:10:7,40_1_10_7,1,10,7,長球,B,2
40,12,18472,18472,0,40:1:10:8,40_1_10_8,1,10,8,長球,A,2
40,12,18519,18519,0,40:1:10:9,40_1_10_9,1,10,9,切球,B,2
40,12,18547,18547,0,40:1:10:10,40_1_10_10,1,10,10,挑球,A,2
40,12,18576,18576,0,40:1:10:11,40_1_10_11,1,10,11,點扣,B,3
40,13,19025,19025,0,40:1:11:1,40_1_11_1,1,11,1,發長球,B,1
40,13,19082,19082,0,40:1:11:2,40_1_11_2,1,11,2,點扣,A,2
40,13,19097,19097,0,40:1:11:3,40_1_11_3,1,11,3,防守回抽,B,2
40,13,19120,19120,0,40:1:11:4,40_1_11_4,1,11,4,推球,A,2
40,13,19150,19150,0,40:1:11:5,40_1_11_5,1,11,5,殺球,B,2
40,13,19165,19165,0,40:1:11:6,40_1_11_6,1,11,6,擋小球,A,2
40,13,19199,19199,0,40:1:11:7,40_1_11_7,1,11,7,推球,B,2
40,13,19214,19214,0,40:1:11:8,40_1_11_8,1,11,8,點扣,A,2
40,13,19229,19229,0,40:1:11:9,40_1_11_9,1,11,9,擋小球,B,2
40,13,19252,19252,0,40:1:11:10,40_1_11_10,1,11,10,勾球,A,2
40,13,19281,19281,0,40:1:11:11,40_1_11_11,1,11,11,挑球,B,2
40,13,19316,19316,0,40:1:11:12,40_1_11_12,1,11,12,長球,A,2
40,13,19352,19352,0,40:1:11:13,40_1_11_13,1,11,13,切球,B,2
40,13,19379,19379,0,40:1:11:14,40_1_11_14,1,11,14,挑球,A,2
40,13,19414,19414,0,40:1:11:15,40_1_11_15,1,11,15,殺球,B,2
40,13,19425,19425,0,40:1:11:16,40_1_11_16,1,11,16,擋小球,A,3
40,14,19937,19937,0,40:1:12:1,40_1_12_1,1,12,1,發長球,B,1
40,14,19996,19996,0,40:1:12:2,40_1_12_2,1,12,2,點扣,A,2
40,14,20014,20014,0,40:1:12:3,40_1_12_3,1,12,3,擋小球,B,2
40,14,20040,20040,0,40:1:12:4,40_1_12_4,1,12,4,推球,A,2
40,14,20076,20076,0,40:1:12:5,40_1_12_5,1,12,5,長球,B,2
40,14,20102,20102,0,40:1:12:6,40_1_12_6,1,12,6,點扣,A,2
40,14,20120,20120,0,40:1:12:7,40_1_12_7,1,12,7,擋小球,B,2
40,14,20146,20146,0,40:1:12:8,40_1_12_8,1,12,8,放小球,A,2
40,14,20180,20180,0,40:1:12:9,40_1_12_9,1,12,9,挑球,B,2
40,14,20221,20221,0,40:1:12:10,40_1_12_10,1,12,10,長球,A,2
40,14,20259,20259,0,40:1:12:11,40_1_12_11,1,12,11,長球,B,2
40,14,20304,20304,0,40:1:12:12,40_1_12_12,1,12,12,長球,A,3
40,15,20881,20881,0,40:1:13:1,40_1_13_1,1,13,1,發短球,A,1
40,15,20906,20906,0,40:1:13:2,40_1_13_2,1,13,2,挑球,B,2
40,15,20943,20943,0,40:1:13:3,40_1_13_3,1,13,3,長球,A,2
40,15,20971,20971,0,40:1:13:4,40_1_13_4,1,13,4,殺球,B,3
40,16,21758,21758,0,40:1:14:1,40_1_14_1,1,14,1,發長球,B,1
40,16,21817,21817,0,40:1:14:2,40_1_14_2,1,14,2,切球,A,2
40,16,21841,21841,0,40:1:14:3,40_1_14_3,1,14,3,挑球,B,2
40,16,21874,21874,0,40:1:14:4,40_1_14_4,1,14,4,點扣,A,2
40,16,21885,21885,0,40:1:14:5,40_1_14_5,1,14,5,擋小球,B,2
40,16,21912,21912,0,40:1:14:6,40_1_14_6,1,14,6,推球,A,2
40,16,21946,21946,0,40:1:14:7,40_1_14_7,1,14,7,過渡切球,B,2
40,16,21968,21968,0,40:1:14:8,40_1_14_8,1,14,8,勾球,A,2
40,16,21996,21996,0,40:1:14:9,40_1_14_9,1,14,9,放小球,B,3
40,17,22450,22450,0,40:1:15:2,40_1_15_2,1,15,2,點扣,B,2
40,17,22466,22466,0,40:1:15:3,40_1_15_3,1,15,3,防守回挑,A,2
40,17,22497,22497,0,40:1:15:4,40_1_15_4,1,15,4,長球,B,2
40,17,22532,22532,0,40:1:15:5,40_1_15_5,1,15,5,長球,A,2
40,17,22568,22568,0,40:1:15:6,40_1_15_6,1,15,6,長球,B,3
40,18,22954,22954,0,40:1:16:1,40_1_16_1,1,16,1,發長球,A,1
40,18,23020,23020,0,40:1:16:2,40_1_16_2,1,16,2,後場抽平球,B,3
40,19,23508,23508,0,40:1:17:2,40_1_17_2,1,17,2,點扣,B,2
40,19,23525,23525,0,40:1:17:3,40_1_17_3,1,17,3,擋小球,A,2
40,19,23554,23554,0,40:1:17:4,40_1_17_4,1,17,4,放小球,B,2
40,19,23585,23585,0,40:1:17:5,40_1_17_5,1,17,5,放小球,A,2
40,19,23613,23613,0,40:1:17:6,40_1_17_6,1,17,6,挑球,B,2
40,19,23663,23663,0,40:1:17:7,40_1_17_7,1,17,7,長球,A,2
40,19,23698,23698,0,40:1:17:8,40_1_17_8,1,17,8,過渡切球,B,2
40,19,23718,23718,0,40:1:17:9,40_1_17_9,1,17,9,推球,A,3
40,20,24162,24162,0,40:1:18:1,40_1_18_1,1,18,1,發長球,B,1
40,20,24221,24221,0,40:1:18:2,40_1_18_2,1,18,2,點扣,A,2
40,20,24237,24237,0,40:1:18:3,40_1_18_3,1,18,3,擋小球,B,2
40,20,24266,24266,0,40:1:18:4,40_1_18_4,1,18,4,挑球,A,2
40,20,24298,24298,0,40:1:18:5,40_1_18_5,1,18,5,點扣,B,3
40,20,24655,24655,0,40:1:19:1,40_1_19_1,1,19,1,未知球種,A,1
40,20,24712,24712,0,40:1:19:2,40_1_19_2,1,19,2,長球,B,2
40,20,24738,24738,0,40:1:19:3,40_1_19_3,1,19,3,長球,A,2
40,20,24776,24776,0,40:1:19:4,40_1_19_4,1,19,4,過渡切球,B,2
40,20,24804,24804,0,40:1:19:5,40_1_19_5,1,19,5,勾球,A,2
40,20,24835,24835,0,40:1:19:6,40_1_19_6,1,19,6,放小球,B,2
40,20,24859,24859,0,40:1:19:7,40_1_19_7,1,19,7,放小球,A,2
40,20,24873,24873,0,40:1:19:8,40_1_19_8,1,19,8,撲球,B,3
40,21,25416,25416,0,40:1:20:3,40_1_20_3,1,20,3,防守回抽,B,3
40,22,25822,25822,0,40:1:21:3,40_1_21_3,1,21,3,擋小球,A,3
40,23,27771,27771,0,40:1:22:1,40_1_22_1,1,22,1,發長球,A,1
40,23,27827,27827,0,40:1:22:2,40_1_22_2,1,22,2,切球,B,2
40,23,27853,27853,0,40:1:22:3,40_1_22_3,1,22,3,挑球,A,2
40,23,27884,27884,0,40:1:22:4,40_1_22_4,1,22,4,殺球,B,3
40,24,28651,28651,0,40:1:23:1,40_1_23_1,1,23,1,發短球,A,1
40,24,28675,28675,0,40:1:23:2,40_1_23_2,1,23,2,放小球,B,2
40,24,28702,28702,0,40:1:23:3,40_1_23_3,1,23,3,挑球,A,2
40,24,28756,28756,0,40:1:23:4,40_1_23_4,1,23,4,長球,B,2
40,24,28794,28794,0,40:1:23:5,40_1_23_5,1,23,5,過渡切球,A,2
40,24,28826,28826,0,40:1:23:6,40_1_23_6,1,23,6,勾球,B,2
40,24,28854,28854,0,40:1:23:7,40_1_23_7,1,23,7,挑球,A,2
40,24,28899,28899,0,40:1:23:8,40_1_23_8,1,23,8,切球,B,2
40,24,28925,28925,0,40:1:23:9,40_1_23_9,1,23,9,放小球,A,3
40,25,29465,29465,0,40:1:24:1,40_1_24_1,1,24,1,發長球,B,1
40,25,29524,29524,0,40:1:24:2,40_1_24_2,1,24,2,點扣,A,3
40,26,29920,29920,0,40:1:25:1,40_1_25_1,1,25,1,發短球,A,1
40,26,29945,29945,0,40:1:25:2,40_1_25_2,1,25,2,推球,B,2
40,26,29976,29976,0,40:1:25:3,40_1_25_3,1,25,3,點扣,A,2
40,26,29993,29993,0,40:1:25:4,40_1_25_4,1,25,4,擋小球,B,2
40,26,30019,30019,0,40:1:25:5,40_1_25_5,1,25,5,推球,A,3
40,27,30466,30466,0,40:1:26:2,40_1_26_2,1,26,2,長球,A,2
40,27,30495,30495,0,40:1:26:3,40_1_26_3,1,26,3,點扣,B,2
40,27,30508,30508,0,40:1:26:4,40_1_26_4,1,26,4,防守回挑,A,2
40,27,30540,30540,0,40:1:26:5,40_1_26_5,1,26,5,點扣,B,2
40,27,30553,30553,0,40:1:26:6,40_1_26_6,1,26,6,擋小球,A,2
40,27,30580,30580,0,40:1:26:7,40_1_26_7,1,26,7,平球,B,2
40,27,30594,30594,0,40:1:26:8,40_1_26_8,1,26,8,擋小球,A,2
40,27,30620,30620,0,40:1:26:9,40_1_26_9,1,26,9,放小球,B,2
40,27,30647,30647,0,40:1:26:10,40_1_26_10,1,26,10,挑球,A,3
40,28,31246,31246,0,40:1:27:2,40_1_27_2,1,27,2,點扣,A,2
40,28,31260,31260,0,40:1:27:3,40_1_27_3,1,27,3,擋小球,B,2
40,28,31281,31281,0,40:1:27:4,40_1_27_4,1,27,4,推球,A,2
40,28,31315,31315,0,40:1:27:5,40_1_27_5,1,27,5,長球,B,2
40,28,31347,31347,0,40:1:27:6,40_1_27_6,1,27,6,長球,A,2
40,28,31381,31381,0,40:1:27:7,40_1_27_7,1,27,7,過渡切球,B,2
40,28,31405,31405,0,40:1:27:8,40_1_27_8,1,27,8,放小球,A,2
40,28,31437,31437,0,40:1:27:9,40_1_27_9,1,27,9,挑球,B,2
40,28,31490,31490,0,40:1:27:10,40_1_27_10,1,27,10,點扣,A,2
40,28,31510,31510,0,40:1:27:11,40_1_27_11,1,27,11,擋小球,B,2
40,28,31539,31539,0,40:1:27:12,40_1_27_12,1,27,12,放小球,A,2
40,28,31568,31568,0,40:1:27:13,40_1_27_13,1,27,13,挑球,B,3
40,29,32147,32147,0,40:1:28:2,40_1_28_2,1,28,2,切球,B,3
40,30,32474,32474,0,40:1:29:1,40_1_29_1,1,29,1,發長球,A,1
40,30,32529,32529,0,40:1:29:2,40_1_29_2,1,29,2,點扣,B,2
40,30,32544,32544,0,40:1:29:3,40_1_29_3,1,29,3,擋小球,A,2
40,30,32576,32576,0,40:1:29:4,40_1_29_4,1,29,4,推球,B,2
40,30,32593,32593,0,40:1:29:5,40_1_29_5,1,29,5,擋小球,A,2
40,30,32617,32617,0,40:1:29:6,40_1_29_6,1,29,6,挑球,B,2
40,30,32646,32646,0,40:1:29:7,40_1_29_7,1,29,7,點扣,A,2
40,30,32655,32655,0,40:1:29:8,40_1_29_8,1,29,8,擋小球,B,3
40,30,33009,33009,0,40:1:30:1,40_1_30_1,1,30,1,發長球,A,1
40,30,33065,33065,0,40:1:30:2,40_1_30_2,1,30,2,切球,B,2
40,30,33089,33089,0,40:1:30:3,40_1_30_3,1,30,3,推球,A,2
40,30,33118,33118,0,40:1:30:4,40_1_30_4,1,30,4,點扣,B,2
40,30,33128,33128,0,40:1:30:5,40_1_30_5,1,30,5,擋小球,A,2
40,30,33155,33155,0,40:1:30:6,40_1_30_6,1,30,6,推球,B,2
40,30,33177,33177,0,40:1:30:7,40_1_30_7,1,30,7,長球,A,2
40,30,33205,33205,0,40:1:30:8,40_1_30_8,1,30,8,點扣,B,2
40,30,33218,33218,0,40:1:30:9,40_1_30_9,1,30,9,擋小球,A,2
40,30,33248,33248,0,40:1:30:10,40_1_30_10,1,30,10,放小球,B,2
40,30,33278,33278,0,40:1:30:11,40_1_30_11,1,30,11,挑球,A,2
40,30,33328,33328,0,40:1:30:12,40_1_30_12,1,30,12,切球,B,3
40,31,33729,33729,0,40:1:31:1,40_1_31_1,1,31,1,未知球種,A,1
40,31,33773,33773,0,40:1:31:2,40_1_31_2,1,31,2,長球,B,2
40,31,33821,33821,0,40:1:31:3,40_1_31_3,1,31,3,切球,A,2
40,31,33845,33845,0,40:1:31:4,40_1_31_4,1,31,4,勾球,B,2
40,31,33877,33877,0,40:1:31:5,40_1_31_5,1,31,5,放小球,A,3
40,31,34501,34501,0,40:1:32:1,40_1_32_1,1,32,1,發長球,B,1
40,31,34561,34561,0,40:1:32:2,40_1_32_2,1,32,2,長球,A,2
40,31,34590,34590,0,40:1:32:3,40_1_32_3,1,32,3,點扣,B,2
40,31,34606,34606,0,40:1:32:4,40_1_32_4,1,32,4,防守回挑,A,2
40,31,34645,34645,0,40:1:32:5,40_1_32_5,1,32,5,長球,B,2
40,31,34681,34681,0,40:1:32:6,40_1_32_6,1,32,6,長球,A,2
40,31,34717,34717,0,40:1:32:7,40_1_32_7,1,32,7,長球,B,2
40,31,34759,34759,0,40:1:32:8,40_1_32_8,1,32,8,切球,A,2
40,31,34784,34784,0,40:1:32:9,40_1_32_9,1,32,9,放小球,B,2
40,31,34814,34814,0,40:1:32:10,40_1_32_10,1,32,10,挑球,A,2
40,31,34864,34864,0,40:1:32:11,40_1_32_11,1,32,11,切球,B,2
40,31,34890,34890,0,40:1:32:12,40_1_32_12,1,32,12,放小球,A,2
40,31,34921,34921,0,40:1:32:13,40_1_32_13,1,32,13,放小球,B,2
40,31,34946,34946,0,40:1:32:14,40_1_32_14,1,32,14,挑球,A,2
40,31,35003,35003,0,40:1:32:15,40_1_32_15,1,32,15,長球,B,2
40,31,35036,35036,0,40:1:32:16,40_1_32_16,1,32,16,長球,A,2
40,31,35068,35068,0,40:1:32:17,40_1_32_17,1,32,17,長球,B,2
40,31,35109,35109,0,40:1:32:18,40_1_32_18,1,32,18,過渡切球,A,2
40,31,35140,35140,0,40:1:32:19,40_1_32_19,1,32,19,挑球,B,2
40,31,35180,35180,0,40:1:32:20,40_1_32_20,1,32,20,長球,A,2
40,31,35210,35210,0,40:1:32:21,40_1_32_21,1,32,21,長球,B,3
40,32,35630,35630,0,40:1:33:1,40_1_33_1,1,33,1,發長球,A,1
40,32,35685,35685,0,40:1:33:2,40_1_33_2,1,33,2,切球,B,2
40,32,35709,35709,0,40:1:33:3,40_1_33_3,1,33,3,放小球,A,2
40,32,35744,35744,0,40:1:33:4,40_1_33_4,1,33,4,勾球,B,3
40,33,36183,36183,0,40:1:34:1,40_1_34_1,1,34,1,未知球種,A,1
40,33,36248,36248,0,40:1:34:2,40_1_34_2,1,34,2,長球,B,2
40,33,36296,36296,0,40:1:34:3,40_1_34_3,1,34,3,後場抽平球,A,3
40,34,36740,36740,0,40:1:35:2,40_1_35_2,1,35,2,長球,A,2
40,34,36773,36773,0,40:1:35:3,40_1_35_3,1,35,3,後場抽平球,B,2
40,34,36791,36791,0,40:1:35:4,40_1_35_4,1,35,4,防守回挑,A,2
40,34,36825,36825,0,40:1:35:5,40_1_35_5,1,35,5,長球,B,2
40,34,36873,36873,0,40:1:35:6,40_1_35_6,1,35,6,點扣,A,2
40,34,36888,36888,0,40:1:35:7,40_1_35_7,1,35,7,防守回挑,B,2
40,34,36922,36922,0,40:1:35:8,40_1_35_8,1,35,8,長球,A,2
40,34,36967,36967,0,40:1:35:9,40_1_35_9,1,35,9,長球,B,2
40,34,37000,37000,0,40:1:35:10,40_1_35_10,1,35,10,長球,A,2
40,34,37036,37036,0,40:1:35:11,40_1_35_11,1,35,11,切球,B,2
40,34,37063,37063,0,40:1:35:12,40_1_35_12,1,35,12,挑球,A,2
40,34,37099,37099,0,40:1:35:13,40_1_35_13,1,35,13,長球,B,2
40,34,37136,37136,0,40:1:35:14,40_1_35_14,1,35,14,點扣,A,2
40,34,37153,37153,0,40:1:35:15,40_1_35_15,1,35,15,擋小球,B,2
40,34,37189,37189,0,40:1:35:16,40_1_35_16,1,35,16,放小球,A,2
40,34,37220,37220,0,40:1:35:17,40_1_35_17,1,35,17,勾球,B,2
40,34,37250,37250,0,40:1:35:18,40_1_35_18,1,35,18,放小球,A,3
40,35,38184,38184,0,40:1:36:1,40_1_36_1,1,36,1,發長球,B,1
40,35,38244,38244,0,40:1:36:2,40_1_36_2,1,36,2,點扣,A,2
40,35,38260,38260,0,40:1:36:3,40_1_36_3,1,36,3,防守回抽,B,2
40,35,38277,38277,0,40:1:36:4,40_1_36_4,1,36,4,平球,A,2
40,35,38288,38288,0,40:1:36:5,40_1_36_5,1,36,5,防守回抽,B,2
40,35,38320,38320,0,40:1:36:6,40_1_36_6,1,36,6,長球,A,2
40,35,38348,38348,0,40:1:36:7,40_1_36_7,1,36,7,長球,B,2
40,35,38382,38382,0,40:1:36:8,40_1_36_8,1,36,8,長球,A,2
40,35,38414,38414,0,40:1:36:9,40_1_36_9,1,36,9,長球,B,2
40,35,38450,38450,0,40:1:36:10,40_1_36_10,1,36,10,切球,A,3
40,36,39069,39069,0,40:1:37:2,40_1_37_2,1,37,2,長球,A,2
40,36,39101,39101,0,40:1:37:3,40_1_37_3,1,37,3,後場抽平球,B,2
40,36,39116,39116,0,40:1:37:4,40_1_37_4,1,37,4,防守回抽,A,2
40,36,39154,39154,0,40:1:37:5,40_1_37_5,1,37,5,後場抽平球,B,2
40,36,39173,39173,0,40:1:37:6,40_1_37_6,1,37,6,擋小球,A,2
40,36,39199,39199,0,40:1:37:7,40_1_37_7,1,37,7,挑球,B,2
40,36,39235,39235,0,40:1:37:8,40_1_37_8,1,37,8,點扣,A,2
40,36,39253,39253,0,40:1:37:9,40_1_37_9,1,37,9,擋小球,B,2
40,36,39278,39278,0,40:1:37:10,40_1_37_10,1,37,10,推球,A,2
40,36,39315,39315,0,40:1:37:11,40_1_37_11,1,37,11,後場抽平球,B,2
40,36,39334,39334,0,40:1:37:12,40_1_37_12,1,37,12,平球,A,2
40,36,39351,39351,0,40:1:37:13,40_1_37_13,1,37,13,平球,B,2
40,36,39368,39368,0,40:1:37:14,40_1_37_14,1,37,14,防守回抽,A,2
40,36,39396,39396,0,40:1:37:15,40_1_37_15,1,37,15,長球,B,2
40,36,39434,39434,0,40:1:37:16,40_1_37_16,1,37,16,長球,A,2
40,36,39464,39464,0,40:1:37:17,40_1_37_17,1,37,17,點扣,B,2
40,36,39488,39488,0,40:1:37:18,40_1_37_18,1,37,18,擋小球,A,2
40,36,39520,39520,0,40:1:37:19,40_1_37_19,1,37,19,挑球,B,2
40,36,39557,39557,0,40:1:37:20,40_1_37_20,1,37,20,長球,A,2
40,36,39584,39584,0,40:1:37:21,40_1_37_21,1,37,21,長球,B,2
40,36,39627,39627,0,40:1:37:22,40_1_37_22,1,37,22,切球,A,2
40,36,39651,39651,0,40:1:37:23,40_1_37_23,1,37,23,放小球,B,3
40,37,40236,40236,0,40:1:38:1,40_1_38_1,1,38,1,未知球種,A,1
40,37,40286,40286,0,40:1:38:2,40_1_38_2,1,38,2,點扣,B,2
40,37,40303,40303,0,40:1:38:3,40_1_38_3,1,38,3,防守回抽,A,2
40,37,40332,40332,0,40:1:38:4,40_1_38_4,1,38,4,切球,B,3
40,39,40939,40939,0,40:1:39:1,40_1_39_1,1,39,1,未知球種,B,1
40,39,40997,40997,0,40:1:39:2,40_1_39_2,1,39,2,長球,A,2
40,39,41024,41024,0,40:1:39:3,40_1_39_3,1,39,3,切球,B,2
40,39,41047,41047,0,40:1:39:4,40_1_39_4,1,39,4,放小球,A,2
40,39,41079,41079,0,40:1:39:5,40_1_39_5,1,39,5,放小球,B,2
40,39,41104,41104,0,40:1:39:6,40_1_39_6,1,39,6,挑球,A,2
40,39,41161,41161,0,40:1:39:7,40_1_39_7,1,39,7,殺球,B,2
40,39,41174,41174,0,40:1:39:8,40_1_39_8,1,39,8,擋小球,A,2
40,39,41204,41204,0,40:1:39:9,40_1_39_9,1,39,9,挑球,B,2
40,39,41234,41234,0,40:1:39:10,40_1_39_10,1,39,10,殺球,A,2
40,39,41248,41248,0,40:1:39:11,40_1_39_11,1,39,11,擋小球,B,2
40,39,41278,41278,0,40:1:39:12,40_1_39_12,1,39,12,勾球,A,2
40,39,41305,41305,0,40:1:39:13,40_1_39_13,1,39,13,挑球,B,2
40,39,41346,41346,0,40:1:39:14,40_1_39_14,1,39,14,殺球,A,2
40,39,41358,41358,0,40:1:39:15,40_1_39_15,1,39,15,擋小球,B,2
40,39,41385,41385,0,40:1:39:16,40_1_39_16,1,39,16,推球,A,2
40,39,41404,41404,0,40:1:39:17,40_1_39_17,1,39,17,長球,B,2
40,39,41440,41440,0,40:1:39:18,40_1_39_18,1,39,18,長球,A,2
40,39,41489,41489,0,40:1:39:19,40_1_39_19,1,39,19,長球,B,2
40,39,41528,41528,0,40:1:39:20,40_1_39_20,1,39,20,過渡切球,A,2
40,39,41553,41553,0,40:1:39:21,40_1_39_21,1,39,21,放小球,B,3
40,40,42558,42558,0,40:1:40:1,40_1_40_1,1,40,1,未知球種,B,1
40,40,42616,42616,0,40:1:40:2,40_1_40_2,1,40,2,切球,A,3
40,41,43105,43105,0,40:1:41:1,40_1_41_1,1,41,1,發長球,B,1
40,41,43165,43165,0,40:1:41:2,40_1_41_2,1,41,2,點扣,A,2
40,41,43181,43181,0,40:1:41:3,40_1_41_3,1,41,3,擋小球,B,2
40,41,43207,43207,0,40:1:41:4,40_1_41_4,1,41,4,放小球,A,2
40,41,43233,43233,0,40:1:41:5,40_1_41_5,1,41,5,放小球,B,2
40,41,43257,43257,0,40:1:41:6,40_1_41_6,1,41,6,推球,A,2
40,41,43281,43281,0,40:1:41:7,40_1_41_7,1,41,7,長球,B,2
40,41,43319,43319,0,40:1:41:8,40_1_41_8,1,41,8,殺球,A,3
40,43,44210,44210,0,40:1:42:1,40_1_42_1,1,42,1,發長球,A,1
40,43,44266,44266,0,40:1:42:2,40_1_42_2,1,42,2,長球,B,2
40,43,44301,44301,0,40:1:42:3,40_1_42_3,1,42,3,過渡切球,A,2
40,43,44325,44325,0,40:1:42:4,40_1_42_4,1,42,4,推球,B,3
40,44,44842,44842,0,40:1:43:2,40_1_43_2,1,43,2,點扣,A,2
40,44,44858,44858,0,40:1:43:3,40_1_43_3,1,43,3,擋小球,B,2
40,44,44882,44882,0,40:1:43:4,40_1_43_4,1,43,4,推球,A,2
40,44,44913,44913,0,40:1:43:5,40_1_43_5,1,43,5,長球,B,2
40,44,44941,44941,0,40:1:43:6,40_1_43_6,1,43,6,點扣,A,2
40,44,44954,44954,0,40:1:43:7,40_1_43_7,1,43,7,防守回抽,B,2
40,44,44991,44991,0,40:1:43:8,40_1_43_8,1,43,8,殺球,A,2
40,44,45004,45004,0,40:1:43:9,40_1_43_9,1,43,9,擋小球,B,2
40,44,45027,45027,0,40:1:43:10,40_1_43_10,1,43,10,撲球,A,3
40,45,45570,45570,0,40:1:44:2,40_1_44_2,1,44,2,點扣,B,2
40,45,45582,45582,0,40:1:44:3,40_1_44_3,1,44,3,擋小球,A,2
40,45,45613,45613,0,40:1:44:4,40_1_44_4,1,44,4,放小球,B,3
40,46,46385,46385,0,40:1:45:1,40_1_45_1,1,45,1,發長球,B,1
