stable_key,clip_id,match_id,match_name,set_id,source_set_csv,source_row_index,tournament,match_round,match_year,match_month,match_day,match_date,declared_sets,duration_minutes,winner,loser,downcourt,source_url,has_homography,homography_video,homography_matrix,homo_upleft_x,homo_upright_x,homo_downleft_x,homo_downright_x,homo_upleft_y,homo_upright_y,homo_downleft_y,homo_downright_y,rally,rally_id,ball_round,ball_round_id,time,frame_num,frame_num_int,roundscore_A,roundscore_B,score_state,player,server,stroke_type_ground_truth,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,has_outcome,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db
44:1:33:1,44_1_33_1,44,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,1,project/dataset/ShuttleSet/set/Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set1.csv,294,HSBC BWF WORLD TOUR FINALS 2020,Finals,2021,1,31,2021-01-31,3,60,Anders ANTONSEN,Viktor AXELSEN,0,https://www.youtube.com/watch?v=j7_cjmJDYNU,True,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,"[[1.243457179750565, 0.5045446917659319, -617.4505970304539], [0.01693954306980188, 5.76717987415123, -1483.0039542751447], [2.595816357640083e-06, 0.0028569523192686773, 1.0]]",414.2,865.8,291.4,989.6,304.6,303.2,662.8,659.8,33,33,1.0,1,00:27:46,49989.0,49989,18,15,18-15,B,1,未知球種,未知球種,,,2.0,,,,2.0,,,,,,,False,1.0,,,,,,,0
44:1:33:2,44_1_33_2,44,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,1,project/dataset/ShuttleSet/set/Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set1.csv,295,HSBC BWF WORLD TOUR FINALS 2020,Finals,2021,1,31,2021-01-31,3,60,Anders ANTONSEN,Viktor AXELSEN,0,https://www.youtube.com/watch?v=j7_cjmJDYNU,True,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,"[[1.243457179750565, 0.5045446917659319, -617.4505970304539], [0.01693954306980188, 5.76717987415123, -1483.0039542751447], [2.595816357640083e-06, 0.0028569523192686773, 1.0]]",414.2,865.8,291.4,989.6,304.6,303.2,662.8,659.8,33,33,2.0,2,00:27:46,50000.0,50000,18,15,18-15,A,2,放小球,放小球,,,2.0,,,,2.0,7.0,626.0,398.0,,,,False,,7.0,565.0,482.0,8.0,593.0,351.0,0
44:1:34:1,44_1_34_1,44,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,1,project/dataset/ShuttleSet/set/Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set1.csv,298,HSBC BWF WORLD TOUR FINALS 2020,Finals,2021,1,31,2021-01-31,3,60,Anders ANTONSEN,Viktor AXELSEN,0,https://www.youtube.com/watch?v=j7_cjmJDYNU,True,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,"[[1.243457179750565, 0.5045446917659319, -617.4505970304539], [0.01693954306980188, 5.76717987415123, -1483.0039542751447], [2.595816357640083e-06, 0.0028569523192686773, 1.0]]",414.2,865.8,291.4,989.6,304.6,303.2,662.8,659.8,34,34,1.0,1,00:28:20,51012.0,51012,19,15,19-15,A,1,未知球種,未知球種,,,2.0,,,,2.0,,,,,,,False,1.0,,,,,,,0
44:2:8:1,44_2_8_1,44,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,2,project/dataset/ShuttleSet/set/Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set2.csv,52,HSBC BWF WORLD TOUR FINALS 2020,Finals,2021,1,31,2021-01-31,3,60,Anders ANTONSEN,Viktor AXELSEN,0,https://www.youtube.com/watch?v=j7_cjmJDYNU,True,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,"[[1.243457179750565, 0.5045446917659319, -617.4505970304539], [0.01693954306980188, 5.76717987415123, -1483.0039542751447], [2.595816357640083e-06, 0.0028569523192686773, 1.0]]",414.2,865.8,291.4,989.6,304.6,303.2,662.8,659.8,8,8,1.0,1,00:35:48,64459.0,64459,1,7,1-7,B,1,未知球種,未知球種,,,2.0,,,,,,,,,,,False,1.0,,,,,,,0
44:2:8:2,44_2_8_2,44,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,2,project/dataset/ShuttleSet/set/Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set2.csv,53,HSBC BWF WORLD TOUR FINALS 2020,Finals,2021,1,31,2021-01-31,3,60,Anders ANTONSEN,Viktor AXELSEN,0,https://www.youtube.com/watch?v=j7_cjmJDYNU,True,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,"[[1.243457179750565, 0.5045446917659319, -617.4505970304539], [0.01693954306980188, 5.76717987415123, -1483.0039542751447], [2.595816357640083e-06, 0.0028569523192686773, 1.0]]",414.2,865.8,291.4,989.6,304.6,303.2,662.8,659.8,8,8,2.0,2,00:35:48,64459.0,64459,1,7,1-7,A,2,未知球種,未知球種,,,2.0,,,,1.0,,,,,,,False,1.0,,,,,,,0
44:2:12:1,44_2_12_1,44,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,2,project/dataset/ShuttleSet/set/Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set2.csv,64,HSBC BWF WORLD TOUR FINALS 2020,Finals,2021,1,31,2021-01-31,3,60,Anders ANTONSEN,Viktor AXELSEN,0,https://www.youtube.com/watch?v=j7_cjmJDYNU,True,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,"[[1.243457179750565, 0.5045446917659319, -617.4505970304539], [0.01693954306980188, 5.76717987415123, -1483.0039542751447], [2.595816357640083e-06, 0.0028569523192686773, 1.0]]",414.2,865.8,291.4,989.6,304.6,303.2,662.8,659.8,12,12,1.0,1,00:37:26,67403.0,67403,1,11,1-11,B,1,發短球,發短球,,1.0,2.0,,,,2.0,7.0,543.0,392.0,,,,False,,8.0,666.0,535.0,8.0,582.0,349.0,0
44:2:15:1,44_2_15_1,44,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,2,project/dataset/ShuttleSet/set/Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set2.csv,76,HSBC BWF WORLD TOUR FINALS 2020,Finals,2021,1,31,2021-01-31,3,60,Anders ANTONSEN,Viktor AXELSEN,0,https://www.youtube.com/watch?v=j7_cjmJDYNU,True,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,"[[1.243457179750565, 0.5045446917659319, -617.4505970304539], [0.01693954306980188, 5.76717987415123, -1483.0039542751447], [2.595816357640083e-06, 0.0028569523192686773, 1.0]]",414.2,865.8,291.4,989.6,304.6,303.2,662.8,659.8,15,15,1.0,1,00:39:18,70759.0,70759,2,13,2-13,B,3,發長球,發長球,,1.0,2.0,,,,,12.0,850.0,306.0,出界,對手出界,A,True,,8.0,621.0,542.0,8.0,729.0,345.0,0
44:2:18:1,44_2_18_1,44,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,2,project/dataset/ShuttleSet/set/Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set2.csv,88,HSBC BWF WORLD TOUR FINALS 2020,Finals,2021,1,31,2021-01-31,3,60,Anders ANTONSEN,Viktor AXELSEN,0,https://www.youtube.com/watch?v=j7_cjmJDYNU,True,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,"[[1.243457179750565, 0.5045446917659319, -617.4505970304539], [0.01693954306980188, 5.76717987415123, -1483.0039542751447], [2.595816357640083e-06, 0.0028569523192686773, 1.0]]",414.2,865.8,291.4,989.6,304.6,303.2,662.8,659.8,18,18,1.0,1,00:40:06,72181.0,72181,3,15,3-15,B,1,未知球種,未知球種,,,2.0,,,,2.0,,,,,,,False,1.0,,,,,,,0
44:2:18:2,44_2_18_2,44,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,2,project/dataset/ShuttleSet/set/Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set2.csv,89,HSBC BWF WORLD TOUR FINALS 2020,Finals,2021,1,31,2021-01-31,3,60,Anders ANTONSEN,Viktor AXELSEN,0,https://www.youtube.com/watch?v=j7_cjmJDYNU,True,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,"[[1.243457179750565, 0.5045446917659319, -617.4505970304539], [0.01693954306980188, 5.76717987415123, -1483.0039542751447], [2.595816357640083e-06, 0.0028569523192686773, 1.0]]",414.2,865.8,291.4,989.6,304.6,303.2,662.8,659.8,18,18,2.0,2,00:40:06,72195.0,72195,3,15,3-15,A,2,放小球,放小球,,,2.0,,,,2.0,2.0,426.0,481.0,,,,False,,8.0,578.0,385.0,8.0,676.0,539.0,0
44:2:23:1,44_2_23_1,44,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,2,project/dataset/ShuttleSet/set/Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set2.csv,118,HSBC BWF WORLD TOUR FINALS 2020,Finals,2021,1,31,2021-01-31,3,60,Anders ANTONSEN,Viktor AXELSEN,0,https://www.youtube.com/watch?v=j7_cjmJDYNU,True,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,"[[1.243457179750565, 0.5045446917659319, -617.4505970304539], [0.01693954306980188, 5.76717987415123, -1483.0039542751447], [2.595816357640083e-06, 0.0028569523192686773, 1.0]]",414.2,865.8,291.4,989.6,304.6,303.2,662.8,659.8,23,23,1.0,1,00:42:09,75856.0,75856,5,18,5-18,B,1,未知球種,未知球種,,,2.0,,,,,3.0,467.0,311.0,,,,False,1.0,1.0,474.0,483.0,8.0,587.0,369.0,0
44:2:23:2,44_2_23_2,44,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,2,project/dataset/ShuttleSet/set/Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set2.csv,119,HSBC BWF WORLD TOUR FINALS 2020,Finals,2021,1,31,2021-01-31,3,60,Anders ANTONSEN,Viktor AXELSEN,0,https://www.youtube.com/watch?v=j7_cjmJDYNU,True,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,"[[1.243457179750565, 0.5045446917659319, -617.4505970304539], [0.01693954306980188, 5.76717987415123, -1483.0039542751447], [2.595816357640083e-06, 0.0028569523192686773, 1.0]]",414.2,865.8,291.4,989.6,304.6,303.2,662.8,659.8,23,23,2.0,2,00:42:08,75856.0,75856,5,18,5-18,A,2,未知球種,未知球種,,,2.0,3.0,467.0,311.0,,,,,,,,False,1.0,,,,,,,0
44:2:23:3,44_2_23_3,44,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,2,project/dataset/ShuttleSet/set/Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set2.csv,120,HSBC BWF WORLD TOUR FINALS 2020,Finals,2021,1,31,2021-01-31,3,60,Anders ANTONSEN,Viktor AXELSEN,0,https://www.youtube.com/watch?v=j7_cjmJDYNU,True,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,"[[1.243457179750565, 0.5045446917659319, -617.4505970304539], [0.01693954306980188, 5.76717987415123, -1483.0039542751447], [2.595816357640083e-06, 0.0028569523192686773, 1.0]]",414.2,865.8,291.4,989.6,304.6,303.2,662.8,659.8,23,23,3.0,3,00:42:08,75856.0,75856,5,18,5-18,B,2,未知球種,未知球種,,,2.0,,,,1.0,,,,,,,False,1.0,,,,,,,0
44:2:26:1,44_2_26_1,44,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,2,project/dataset/ShuttleSet/set/Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set2.csv,126,HSBC BWF WORLD TOUR FINALS 2020,Finals,2021,1,31,2021-01-31,3,60,Anders ANTONSEN,Viktor AXELSEN,0,https://www.youtube.com/watch?v=j7_cjmJDYNU,True,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,"[[1.243457179750565, 0.5045446917659319, -617.4505970304539], [0.01693954306980188, 5.76717987415123, -1483.0039542751447], [2.595816357640083e-06, 0.0028569523192686773, 1.0]]",414.2,865.8,291.4,989.6,304.6,303.2,662.8,659.8,26,26,1.0,1,00:42:53,77206.0,77206,5,21,5-21,B,1,未知球種,未知球種,,,2.0,,,,1.0,,,,,,,False,1.0,,,,,,,0
44:3:6:1,44_3_6_1,44,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,3,project/dataset/ShuttleSet/set/Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,56,HSBC BWF WORLD TOUR FINALS 2020,Finals,2021,1,31,2021-01-31,3,60,Anders ANTONSEN,Viktor AXELSEN,0,https://www.youtube.com/watch?v=j7_cjmJDYNU,True,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,"[[1.243457179750565, 0.5045446917659319, -617.4505970304539], [0.01693954306980188, 5.76717987415123, -1483.0039542751447], [2.595816357640083e-06, 0.0028569523192686773, 1.0]]",414.2,865.8,291.4,989.6,304.6,303.2,662.8,659.8,6,6,1.0,1,00:47:27,85427.0,85427,3,3,3-3,B,1,未知球種,未知球種,,,2.0,,,,,,,,,,,False,1.0,,,,,,,0
44:3:6:2,44_3_6_2,44,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,3,project/dataset/ShuttleSet/set/Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,57,HSBC BWF WORLD TOUR FINALS 2020,Finals,2021,1,31,2021-01-31,3,60,Anders ANTONSEN,Viktor AXELSEN,0,https://www.youtube.com/watch?v=j7_cjmJDYNU,True,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,"[[1.243457179750565, 0.5045446917659319, -617.4505970304539], [0.01693954306980188, 5.76717987415123, -1483.0039542751447], [2.595816357640083e-06, 0.0028569523192686773, 1.0]]",414.2,865.8,291.4,989.6,304.6,303.2,662.8,659.8,6,6,2.0,2,00:47:27,85427.0,85427,3,3,3-3,A,2,未知球種,未知球種,,,2.0,,,,,,,,,,,False,1.0,,,,,,,0
44:3:6:3,44_3_6_3,44,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,3,project/dataset/ShuttleSet/set/Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,58,HSBC BWF WORLD TOUR FINALS 2020,Finals,2021,1,31,2021-01-31,3,60,Anders ANTONSEN,Viktor AXELSEN,0,https://www.youtube.com/watch?v=j7_cjmJDYNU,True,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,"[[1.243457179750565, 0.5045446917659319, -617.4505970304539], [0.01693954306980188, 5.76717987415123, -1483.0039542751447], [2.595816357640083e-06, 0.0028569523192686773, 1.0]]",414.2,865.8,291.4,989.6,304.6,303.2,662.8,659.8,6,6,3.0,3,00:47:27,85427.0,85427,3,3,3-3,B,2,未知球種,未知球種,,,2.0,,,,1.0,,,,,,,False,1.0,,,,,,,0
